question_id,user_id,topic,created_date,word_count,num_views,num_answers,num_upvotes,got_quality_answer
9055,4994,sports,2026-06-15,13,11,2,4,1
9056,5024,career,2026-06-15,26,28,3,14,1
9057,5036,politics,2026-06-15,29,22,4,14,1
9058,5046,science,2026-06-15,49,26,1,3,1
9059,5054,career,2026-06-15,144,26,3,14,1
9060,5068,travel,2026-06-15,5,12,1,4,1
9061,5081,career,2026-06-15,84,32,0,0,0
9062,5093,technology,2026-06-15,27,24,1,5,1
9063,5094,finance,2026-06-15,31,23,0,0,0
9064,5101,technology,2026-06-15,51,20,3,16,1
9065,5113,finance,2026-06-15,13,19,0,1,0
9066,5120,career,2026-06-15,23,22,1,2,0
9067,5124,technology,2026-06-15,49,22,0,0,0
9068,5131,science,2026-06-15,44,26,1,7,1
9069,5138,politics,2026-06-15,32,36,0,1,0
9070,5142,relationships,2026-06-15,22,20,1,5,1
9071,5168,science,2026-06-15,113,24,1,8,1
9072,5186,career,2026-06-15,40,17,1,6,1
9073,5222,finance,2026-06-15,35,28,1,6,1
9074,5223,career,2026-06-15,34,13,1,4,1
9075,5228,finance,2026-06-15,40,17,2,8,1
9076,5235,technology,2026-06-15,59,25,0,1,0
9077,5264,technology,2026-06-15,28,18,1,2,0
9078,5269,relationships,2026-06-15,105,25,0,0,0
9079,5279,technology,2026-06-15,33,21,1,5,1
9080,5282,science,2026-06-15,24,23,2,8,1
9081,5334,health,2026-06-15,42,23,3,11,1
9082,5370,science,2026-06-15,41,17,2,4,1
9083,5375,education,2026-06-15,17,23,1,5,1
9084,5394,education,2026-06-15,22,27,1,4,1
9085,5397,travel,2026-06-15,18,26,3,15,1
9086,5419,education,2026-06-15,21,17,1,6,1
9087,5477,career,2026-06-15,57,27,3,16,1
9088,5481,career,2026-06-15,12,20,1,4,1
9089,5494,technology,2026-06-15,107,29,2,14,1
9090,5501,education,2026-06-15,23,19,3,15,1
9091,5510,science,2026-06-15,27,20,0,0,0
9092,5525,relationships,2026-06-15,47,28,0,0,0
9093,5526,technology,2026-06-15,75,26,2,6,1
9094,5551,politics,2026-06-15,15,28,1,7,1
9095,5572,sports,2026-06-15,63,20,1,5,1
9096,5589,politics,2026-06-15,27,34,1,5,1
9097,5611,finance,2026-06-15,63,31,4,19,1
9098,5685,education,2026-06-15,47,21,1,6,1
9099,5688,career,2026-06-15,26,29,1,3,1
9100,5732,technology,2026-06-15,31,23,0,0,0
9101,5741,career,2026-06-15,37,19,0,0,0
9102,5809,career,2026-06-15,50,25,3,9,1
9103,5824,relationships,2026-06-15,20,20,2,11,1
9104,5838,career,2026-06-15,15,15,1,2,0
9105,5847,relationships,2026-06-15,36,16,1,1,0
9106,5876,travel,2026-06-15,17,23,1,4,1
9107,5900,science,2026-06-15,37,22,3,18,1
9108,5938,education,2026-06-15,19,25,1,3,1
9109,5956,politics,2026-06-15,26,28,1,5,1
9110,5962,technology,2026-06-15,32,22,0,0,0
9111,5987,career,2026-06-15,48,24,1,3,1
9112,6023,politics,2026-06-15,56,32,0,0,0
9113,6031,science,2026-06-15,59,32,0,0,0
9114,6046,relationships,2026-06-15,36,21,1,4,1
9115,6068,finance,2026-06-15,37,16,2,13,1
9116,6078,finance,2026-06-15,153,31,1,6,1
9117,6117,science,2026-06-15,22,23,1,4,1
9118,6119,technology,2026-06-15,51,16,2,8,1
9119,6120,sports,2026-06-15,64,18,5,20,1
9120,6123,sports,2026-06-15,73,25,1,4,1
9121,6134,health,2026-06-15,26,16,2,12,1
9122,6152,education,2026-06-15,51,19,2,7,1
9123,6155,politics,2026-06-15,94,26,0,1,0
9124,6178,finance,2026-06-15,78,32,1,5,1
9125,6199,travel,2026-06-15,33,12,1,5,1
9126,6202,travel,2026-06-15,29,35,0,1,0
9127,6215,career,2026-06-15,55,32,0,1,0
9128,6241,politics,2026-06-15,51,23,1,6,1
9129,6247,relationships,2026-06-15,24,17,1,1,0
9130,6253,career,2026-06-15,20,17,2,10,1
9131,6296,relationships,2026-06-15,65,35,3,15,1
9132,6303,sports,2026-06-15,55,31,2,10,1
9133,6309,sports,2026-06-15,29,25,1,4,1
9134,6312,technology,2026-06-15,68,29,4,20,1
9135,6417,science,2026-06-15,24,14,2,10,1
9136,6430,politics,2026-06-15,29,26,0,0,0
9137,6459,relationships,2026-06-15,101,37,0,0,0
9138,6475,relationships,2026-06-15,42,27,2,11,1
9139,6487,career,2026-06-15,32,31,3,19,1
9140,6510,career,2026-06-15,50,21,3,14,1
9141,6524,finance,2026-06-15,12,24,0,1,0
9142,6543,sports,2026-06-15,27,18,0,0,0
9143,6557,finance,2026-06-15,23,22,0,0,0
9144,6580,politics,2026-06-15,32,19,0,0,0
9145,6603,relationships,2026-06-15,17,22,3,12,1
9146,6610,science,2026-06-15,95,36,0,1,0
9147,6620,finance,2026-06-15,70,19,1,6,1
9148,6627,relationships,2026-06-15,26,27,2,11,1
9149,6638,career,2026-06-15,27,19,1,3,1
9150,6674,health,2026-06-15,17,28,1,2,0
9151,6679,science,2026-06-15,7,20,1,4,1
9152,6690,relationships,2026-06-15,68,30,0,1,0
9153,6703,technology,2026-06-15,74,32,2,12,1
9154,6708,technology,2026-06-15,37,19,1,4,1
9155,6719,relationships,2026-06-15,40,25,1,4,1
9156,6730,travel,2026-06-15,59,40,2,8,1
9157,6737,relationships,2026-06-15,33,21,2,11,1
9158,6744,relationships,2026-06-15,29,20,2,9,1
9159,6752,finance,2026-06-15,31,25,4,14,1
9160,6759,education,2026-06-15,19,21,4,17,1
9161,6776,relationships,2026-06-15,38,23,2,9,1
9162,6777,technology,2026-06-15,74,19,0,0,0
9163,6798,health,2026-06-15,27,21,0,1,0
9164,6842,finance,2026-06-15,45,19,0,1,0
9165,6854,health,2026-06-15,33,21,1,4,1
9166,6889,science,2026-06-15,20,22,1,3,1
9167,6895,politics,2026-06-15,35,24,1,7,1
9168,6907,finance,2026-06-15,42,26,1,7,1
9169,6915,politics,2026-06-15,23,23,0,0,0
9170,6918,sports,2026-06-15,42,20,2,9,1
9171,7003,relationships,2026-06-15,23,24,0,1,0
9172,7007,science,2026-06-15,41,18,0,0,0
9173,7010,education,2026-06-15,80,25,1,4,1
9174,7020,politics,2026-06-15,62,22,1,5,1
9175,7036,relationships,2026-06-15,53,34,1,6,1
9176,7037,technology,2026-06-15,30,18,1,6,1
9177,7052,travel,2026-06-15,115,25,2,14,1
9178,7057,technology,2026-06-15,25,19,1,5,1
9179,7059,finance,2026-06-15,49,28,0,0,0
9180,7088,technology,2026-06-15,46,27,0,1,0
9181,7136,career,2026-06-15,170,35,4,17,1
9182,7158,health,2026-06-15,24,30,1,3,1
9183,7199,relationships,2026-06-15,49,21,3,16,1
9184,7222,sports,2026-06-15,55,42,1,3,1
9185,7226,health,2026-06-15,23,15,1,8,1
9186,7249,sports,2026-06-15,23,26,3,11,1
9187,7275,technology,2026-06-15,31,16,1,3,1
9188,7303,relationships,2026-06-15,23,24,0,0,0
9189,7312,technology,2026-06-15,22,23,3,10,1
9190,7326,politics,2026-06-15,24,30,1,2,0
9191,7345,travel,2026-06-15,52,31,2,10,1
9192,7386,education,2026-06-15,56,22,2,13,1
9193,7399,science,2026-06-15,64,26,2,13,1
9194,7404,health,2026-06-15,56,25,1,5,1
9195,7410,education,2026-06-15,34,30,1,1,0
9196,7416,health,2026-06-15,59,27,0,0,0
9197,7470,relationships,2026-06-15,38,24,0,1,0
9198,7480,sports,2026-06-15,12,19,1,2,0
9199,7492,travel,2026-06-15,52,29,2,9,1
9200,7503,relationships,2026-06-15,17,16,3,11,1
9201,7557,career,2026-06-15,53,35,3,19,1
9202,7563,education,2026-06-15,33,29,3,14,1
9203,7577,finance,2026-06-15,16,26,2,6,1
9204,7601,health,2026-06-15,19,19,1,4,1
9205,7616,health,2026-06-15,14,14,1,3,1
9206,7634,technology,2026-06-15,17,16,1,0,0
9207,7638,politics,2026-06-15,14,22,0,0,0
9208,7641,career,2026-06-15,20,26,1,5,1
9209,7647,finance,2026-06-15,36,28,1,2,0
9210,7652,relationships,2026-06-15,40,12,0,0,0
9211,7663,technology,2026-06-15,25,17,3,16,1
9212,7670,relationships,2026-06-15,63,32,1,4,1
9213,7675,technology,2026-06-15,12,28,1,6,1
9214,7676,relationships,2026-06-15,10,19,1,2,0
9215,7717,relationships,2026-06-15,40,25,1,5,1
9216,7745,education,2026-06-15,83,36,0,0,0
9217,7750,relationships,2026-06-15,48,24,0,1,0
9218,7754,science,2026-06-15,25,17,1,5,1
9219,7771,relationships,2026-06-15,39,33,1,4,1
9220,7777,education,2026-06-15,23,17,1,7,1
9221,7789,finance,2026-06-15,52,29,1,5,1
9222,7809,health,2026-06-15,21,16,4,19,1
9223,7870,travel,2026-06-15,51,29,2,11,1
9224,7895,technology,2026-06-15,50,26,0,1,0
9225,7940,health,2026-06-15,129,27,2,13,1
9226,7944,technology,2026-06-15,20,11,2,6,1
9227,7970,career,2026-06-15,56,20,1,3,1
9228,7976,sports,2026-06-15,22,21,0,0,0
9229,7992,relationships,2026-06-15,60,21,1,3,1
9230,8036,education,2026-06-15,34,21,1,0,0
9231,8083,career,2026-06-15,118,27,2,15,1
9232,8086,finance,2026-06-15,64,31,1,6,1
9233,8116,travel,2026-06-15,27,28,4,14,1
9234,8124,relationships,2026-06-15,31,17,2,7,1
9235,8133,technology,2026-06-15,42,25,1,7,1
9236,8174,relationships,2026-06-15,81,25,3,12,1
9237,8195,health,2026-06-15,28,17,2,6,1
9238,8205,career,2026-06-15,36,35,1,4,1
9239,8230,health,2026-06-15,31,27,1,6,1
9240,8241,politics,2026-06-15,57,36,2,6,1
9241,8268,sports,2026-06-15,22,22,3,14,1
9242,8286,sports,2026-06-15,19,17,3,12,1
9243,8296,sports,2026-06-15,77,24,1,5,1
9244,8300,sports,2026-06-15,54,20,2,10,1
9245,8319,education,2026-06-15,27,22,1,4,1
9246,8321,finance,2026-06-15,26,16,1,5,1
9247,8324,politics,2026-06-15,35,21,1,6,1
9248,8401,career,2026-06-15,58,41,3,12,1
9249,8417,relationships,2026-06-15,50,30,0,0,0
9250,8431,travel,2026-06-15,26,26,2,7,1
9251,8508,career,2026-06-15,45,19,1,5,1
9252,8538,relationships,2026-06-15,38,22,0,0,0
9253,8540,relationships,2026-06-15,46,29,1,6,1
9254,8574,education,2026-06-15,77,39,2,12,1
9255,8577,science,2026-06-15,29,23,1,1,0
9256,8583,education,2026-06-15,36,18,3,10,1
9257,8589,health,2026-06-15,66,39,1,4,1
9258,8626,science,2026-06-15,59,17,1,5,1
9259,8636,technology,2026-06-15,83,28,4,21,1
9260,8639,career,2026-06-15,26,23,1,7,1
9261,8644,relationships,2026-06-15,72,18,0,1,0
9262,8671,education,2026-06-15,60,35,0,0,0
9263,8677,sports,2026-06-15,42,35,1,3,1
9264,8679,travel,2026-06-15,22,21,0,0,0
9265,8691,politics,2026-06-15,29,34,0,0,0
9266,8707,politics,2026-06-15,49,26,1,6,1
9267,8717,education,2026-06-15,54,20,1,3,1
9268,8721,sports,2026-06-15,41,23,3,16,1
9269,8729,career,2026-06-15,45,22,0,0,0
9270,8740,finance,2026-06-15,32,17,0,1,0
9271,8765,career,2026-06-15,33,22,1,5,1
9272,8777,finance,2026-06-15,58,22,2,10,1
9273,8788,career,2026-06-15,14,24,2,13,1
9274,8799,career,2026-06-15,31,19,0,0,0
9275,8880,science,2026-06-15,47,24,3,11,1
9276,8908,health,2026-06-15,25,20,5,17,1
9277,8911,relationships,2026-06-15,15,15,3,12,1
9278,8935,science,2026-06-15,32,22,4,18,1
9279,8939,politics,2026-06-15,22,20,1,7,1
9280,8943,science,2026-06-15,36,30,1,3,1
9281,8957,travel,2026-06-15,70,25,3,20,1
9282,8961,technology,2026-06-15,13,17,1,1,0
9283,8986,politics,2026-06-15,58,19,3,16,1
9284,8989,technology,2026-06-15,21,28,0,0,0
9285,8994,career,2026-06-15,19,23,0,0,0
9286,9011,science,2026-06-15,52,17,1,5,1
9287,9022,health,2026-06-15,21,30,2,5,1
9288,9046,politics,2026-06-15,54,28,1,6,1
9289,9089,sports,2026-06-15,29,22,1,7,1
9290,9100,career,2026-06-15,61,18,1,4,1
9291,9101,science,2026-06-15,43,20,1,7,1
9292,9161,science,2026-06-15,67,17,1,4,1
9293,9233,technology,2026-06-15,57,23,1,5,1
9294,9281,health,2026-06-15,22,21,1,5,1
9295,9322,science,2026-06-15,57,16,4,20,1
9296,9336,science,2026-06-15,45,17,2,11,1
9297,9343,sports,2026-06-15,48,35,1,6,1
9298,9357,relationships,2026-06-15,48,22,4,15,1
9299,9359,finance,2026-06-15,29,16,0,0,0
9300,9368,science,2026-06-15,11,24,4,18,1
9301,9372,travel,2026-06-15,27,21,0,1,0
9302,9430,travel,2026-06-15,20,25,1,6,1
9303,9439,technology,2026-06-15,60,34,1,4,1
9304,9441,relationships,2026-06-15,50,20,3,15,1
9305,9454,science,2026-06-15,106,24,3,14,1
9306,9470,health,2026-06-15,41,32,2,11,1
9307,9472,politics,2026-06-15,47,39,1,8,1
9308,9490,health,2026-06-15,84,23,3,17,1
9309,9519,technology,2026-06-15,29,19,1,2,0
9310,9542,travel,2026-06-15,29,25,1,3,1
9311,9566,politics,2026-06-15,44,33,2,11,1
9312,9575,science,2026-06-15,29,20,0,0,0
9313,9603,relationships,2026-06-15,55,20,0,1,0
9314,9612,education,2026-06-15,11,16,0,0,0
9315,9644,education,2026-06-15,20,15,1,1,0
9316,9645,relationships,2026-06-15,16,19,0,0,0
9317,9696,technology,2026-06-15,31,24,1,7,1
9318,9724,career,2026-06-15,55,25,0,0,0
9319,9728,travel,2026-06-15,56,25,1,2,0
9320,9745,technology,2026-06-15,26,18,3,16,1
9321,9791,technology,2026-06-15,33,22,2,14,1
9322,9814,finance,2026-06-15,34,16,1,4,1
9323,9819,finance,2026-06-15,44,21,2,8,1
9324,9832,education,2026-06-15,103,22,2,12,1
9325,9836,education,2026-06-15,9,18,1,4,1
9326,9850,relationships,2026-06-15,44,22,3,12,1
9327,9889,finance,2026-06-15,42,19,4,16,1
9328,9893,technology,2026-06-15,35,29,4,20,1
9329,9905,relationships,2026-06-15,22,25,2,12,1
9330,9932,career,2026-06-15,46,26,3,16,1
9331,9951,finance,2026-06-15,31,21,0,0,0
9332,9953,sports,2026-06-15,56,17,2,6,1
9333,9967,relationships,2026-06-15,52,17,0,0,0
9334,10007,sports,2026-06-15,19,24,0,0,0
9335,10020,education,2026-06-15,15,33,3,20,1
9336,10034,technology,2026-06-15,19,17,2,7,1
9337,10041,travel,2026-06-15,23,22,3,11,1
9338,10117,finance,2026-06-15,46,17,4,12,1
9339,10123,politics,2026-06-15,18,19,0,1,0
9340,10124,finance,2026-06-15,28,20,1,5,1
9341,10157,relationships,2026-06-15,18,16,1,2,0
9342,10158,science,2026-06-15,32,23,1,4,1
9343,10189,technology,2026-06-15,34,23,0,0,0
9344,10194,education,2026-06-15,27,20,0,1,0
9345,10204,science,2026-06-15,27,21,1,3,1
9346,10223,sports,2026-06-15,79,28,3,15,1
9347,10235,politics,2026-06-15,43,36,3,14,1
9348,10281,politics,2026-06-15,29,22,0,1,0
9349,10340,health,2026-06-15,28,22,1,5,1
9350,10360,health,2026-06-15,48,31,3,11,1
9351,10365,travel,2026-06-15,109,16,0,1,0
9352,10380,health,2026-06-15,10,20,1,0,0
9353,10444,travel,2026-06-15,46,24,2,10,1
9354,10465,technology,2026-06-15,42,30,0,1,0
9355,10468,health,2026-06-15,12,23,1,4,1
9356,10483,finance,2026-06-15,46,42,4,21,1
9357,10493,career,2026-06-15,32,24,2,9,1
9358,10503,science,2026-06-15,35,20,1,7,1
9359,10518,travel,2026-06-15,19,26,3,16,1
9360,10533,politics,2026-06-15,41,26,0,1,0
9361,10541,sports,2026-06-15,30,24,0,1,0
9362,10546,relationships,2026-06-15,15,22,1,3,1
9363,10577,relationships,2026-06-15,39,17,1,1,0
9364,10596,health,2026-06-15,25,27,4,16,1
9365,10600,science,2026-06-15,30,24,4,22,1
9366,10614,relationships,2026-06-15,33,17,1,4,1
9367,10629,health,2026-06-15,114,24,1,3,1
9368,10642,technology,2026-06-15,69,30,1,4,1
9369,10656,career,2026-06-15,78,30,1,7,1
9370,10669,sports,2026-06-15,75,26,0,1,0
9371,10678,health,2026-06-15,22,22,4,9,1
9372,10680,politics,2026-06-15,123,23,1,1,0
9373,10683,politics,2026-06-15,26,24,1,4,1
9374,10686,sports,2026-06-15,30,19,0,1,0
9375,10699,science,2026-06-15,130,33,1,3,1
9376,10717,travel,2026-06-15,39,20,1,4,1
9377,10718,health,2026-06-15,31,26,0,0,0
9378,10723,technology,2026-06-15,29,21,2,11,1
9379,10728,education,2026-06-15,86,29,5,24,1
9380,10762,technology,2026-06-15,34,39,3,11,1
9381,10844,relationships,2026-06-15,62,18,0,0,0
9382,10846,education,2026-06-15,32,26,4,16,1
9383,10890,relationships,2026-06-15,22,26,3,19,1
9384,10990,technology,2026-06-15,40,20,1,4,1
9385,10999,politics,2026-06-15,44,39,3,13,1
9386,11019,sports,2026-06-15,36,23,3,12,1
9387,11046,relationships,2026-06-15,38,22,1,5,1
9388,11047,science,2026-06-15,25,27,2,10,1
9389,11051,career,2026-06-15,34,22,2,7,1
9390,11064,finance,2026-06-15,28,18,2,11,1
9391,11118,relationships,2026-06-15,57,22,2,9,1
9392,11125,science,2026-06-15,82,21,0,0,0
9393,11130,career,2026-06-15,70,29,3,12,1
9394,11141,education,2026-06-15,95,17,1,6,1
9395,11146,technology,2026-06-15,50,14,1,4,1
9396,11153,technology,2026-06-15,30,28,1,6,1
9397,11155,relationships,2026-06-15,27,23,2,11,1
9398,11160,education,2026-06-15,45,21,1,7,1
9399,11180,technology,2026-06-15,28,21,1,3,1
9400,11237,travel,2026-06-15,34,29,1,5,1
9401,11246,finance,2026-06-15,96,32,0,1,0
9402,11269,politics,2026-06-15,151,33,2,11,1
9403,11270,politics,2026-06-15,24,21,0,1,0
9404,11276,relationships,2026-06-15,55,25,1,3,1
9405,11287,relationships,2026-06-15,54,26,1,5,1
9406,11336,technology,2026-06-15,14,15,0,0,0
9407,11343,career,2026-06-15,10,10,0,0,0
9408,11352,health,2026-06-15,16,30,2,8,1
9409,11353,sports,2026-06-15,15,21,2,10,1
9410,11369,technology,2026-06-15,21,17,0,0,0
9411,11403,technology,2026-06-15,69,21,0,0,0
9412,11417,health,2026-06-15,36,18,1,2,0
9413,11419,education,2026-06-15,18,19,1,2,0
9414,11424,career,2026-06-15,20,31,2,7,1
9415,11431,science,2026-06-15,30,14,0,0,0
9416,11447,sports,2026-06-15,27,16,1,5,1
9417,11448,technology,2026-06-15,26,17,0,0,0
9418,11465,relationships,2026-06-15,42,16,1,2,0
9419,11487,technology,2026-06-15,26,31,2,8,1
9420,11510,politics,2026-06-15,22,21,3,15,1
9421,11511,finance,2026-06-15,18,17,1,1,0
9422,11518,relationships,2026-06-15,22,14,0,1,0
9423,11520,technology,2026-06-15,10,21,0,1,0
9424,11522,relationships,2026-06-15,44,17,2,13,1
9425,11545,career,2026-06-15,17,25,2,7,1
9426,11546,education,2026-06-15,16,17,1,1,0
9427,11572,science,2026-06-15,19,13,2,8,1
9428,11574,relationships,2026-06-15,14,12,3,6,1
9429,11593,career,2026-06-15,33,24,1,5,1
9430,11604,technology,2026-06-15,49,17,1,4,1
9431,11628,technology,2026-06-15,17,23,3,11,1
9432,11684,travel,2026-06-15,103,25,0,1,0
9433,11716,sports,2026-06-15,18,14,2,8,1
9434,11717,technology,2026-06-15,26,19,0,0,0
9435,11761,technology,2026-06-15,21,26,0,0,0
9436,11773,career,2026-06-15,45,12,1,5,1
9437,11774,career,2026-06-15,40,20,2,11,1
9438,11783,technology,2026-06-15,16,17,1,3,1
9439,11795,travel,2026-06-15,20,20,1,2,0
9440,11810,career,2026-06-15,81,25,0,1,0
9441,11850,relationships,2026-06-15,60,28,2,7,1
9442,11855,technology,2026-06-15,34,23,2,6,1
9443,11860,technology,2026-06-15,25,18,0,0,0
9444,11871,finance,2026-06-15,56,21,1,5,1
9445,11877,education,2026-06-15,53,22,2,8,1
9446,11907,technology,2026-06-15,58,24,1,4,1
9447,11927,politics,2026-06-15,31,18,0,1,0
9448,11933,finance,2026-06-15,44,20,0,0,0
9449,11938,travel,2026-06-15,37,28,1,2,0
9450,11939,science,2026-06-15,29,24,3,13,1
9451,11948,science,2026-06-15,29,23,1,4,1
9452,11949,career,2026-06-15,67,23,3,14,1
9453,11964,travel,2026-06-15,54,22,4,21,1
9454,11973,science,2026-06-15,8,12,1,3,1
9455,11983,politics,2026-06-15,42,14,1,4,1
9456,11997,health,2026-06-15,18,25,0,1,0
9457,7,travel,2026-06-16,30,27,2,9,1
9458,54,education,2026-06-16,16,17,1,4,1
9459,69,technology,2026-06-16,108,32,0,0,0
9460,92,science,2026-06-16,32,24,3,15,1
9461,101,sports,2026-06-16,37,26,3,15,1
9462,106,travel,2026-06-16,34,22,1,3,1
9463,123,politics,2026-06-16,21,26,1,5,1
9464,148,technology,2026-06-16,49,30,4,26,1
9465,174,politics,2026-06-16,90,26,2,7,1
9466,318,education,2026-06-16,41,24,2,7,1
9467,320,technology,2026-06-16,74,20,2,11,1
9468,330,finance,2026-06-16,17,22,1,7,1
9469,336,technology,2026-06-16,84,17,2,12,1
9470,361,education,2026-06-16,21,22,1,5,1
9471,364,technology,2026-06-16,45,18,2,9,1
9472,389,science,2026-06-16,62,23,2,11,1
9473,447,health,2026-06-16,68,33,0,0,0
9474,491,education,2026-06-16,40,23,0,0,0
9475,527,relationships,2026-06-16,14,15,4,16,1
9476,539,technology,2026-06-16,38,30,2,11,1
9477,622,politics,2026-06-16,24,20,0,0,0
9478,628,relationships,2026-06-16,28,23,1,4,1
9479,675,sports,2026-06-16,48,21,2,7,1
9480,699,health,2026-06-16,22,16,1,3,1
9481,758,science,2026-06-16,128,28,0,0,0
9482,769,politics,2026-06-16,31,24,1,6,1
9483,828,career,2026-06-16,34,22,1,3,1
9484,882,health,2026-06-16,23,24,0,0,0
9485,890,technology,2026-06-16,22,15,0,0,0
9486,957,technology,2026-06-16,47,23,0,1,0
9487,978,technology,2026-06-16,40,22,2,4,1
9488,989,technology,2026-06-16,16,12,2,5,1
9489,991,politics,2026-06-16,13,16,2,8,1
9490,1014,relationships,2026-06-16,42,23,2,8,1
9491,1019,travel,2026-06-16,36,17,0,0,0
9492,1028,sports,2026-06-16,77,41,3,13,1
9493,1035,science,2026-06-16,46,31,2,15,1
9494,1062,health,2026-06-16,17,20,1,5,1
9495,1098,science,2026-06-16,121,18,1,5,1
9496,1138,science,2026-06-16,61,27,2,11,1
9497,1162,technology,2026-06-16,82,38,0,0,0
9498,1165,technology,2026-06-16,118,26,1,5,1
9499,1219,career,2026-06-16,21,19,0,0,0
9500,1221,technology,2026-06-16,66,27,1,4,1
9501,1233,technology,2026-06-16,33,23,1,4,1
9502,1237,politics,2026-06-16,24,24,2,8,1
9503,1245,relationships,2026-06-16,77,27,5,21,1
9504,1247,education,2026-06-16,26,27,1,7,1
9505,1252,technology,2026-06-16,16,26,0,0,0
9506,1256,health,2026-06-16,45,27,2,12,1
9507,1263,career,2026-06-16,70,27,1,3,1
9508,1264,finance,2026-06-16,29,20,0,0,0
9509,1265,science,2026-06-16,67,28,0,0,0
9510,1318,sports,2026-06-16,65,21,0,1,0
9511,1377,science,2026-06-16,19,16,0,0,0
9512,1414,technology,2026-06-16,28,25,2,8,1
9513,1424,relationships,2026-06-16,54,20,0,0,0
9514,1435,science,2026-06-16,48,23,2,10,1
9515,1442,science,2026-06-16,44,22,0,0,0
9516,1456,sports,2026-06-16,71,26,3,16,1
9517,1479,science,2026-06-16,32,26,5,18,1
9518,1536,technology,2026-06-16,11,22,0,0,0
9519,1538,health,2026-06-16,47,26,4,21,1
9520,1549,education,2026-06-16,45,20,1,5,1
9521,1555,relationships,2026-06-16,55,40,1,3,1
9522,1564,finance,2026-06-16,37,18,1,5,1
9523,1591,sports,2026-06-16,56,32,2,9,1
9524,1592,education,2026-06-16,32,23,1,3,1
9525,1595,relationships,2026-06-16,26,25,2,8,1
9526,1599,education,2026-06-16,62,36,2,14,1
9527,1605,technology,2026-06-16,28,22,0,0,0
9528,1699,relationships,2026-06-16,55,20,3,14,1
9529,1710,sports,2026-06-16,25,17,0,0,0
9530,1758,education,2026-06-16,26,16,0,0,0
9531,1788,politics,2026-06-16,35,44,3,12,1
9532,1794,technology,2026-06-16,37,27,0,0,0
9533,1804,science,2026-06-16,63,19,2,12,1
9534,1808,career,2026-06-16,51,36,2,10,1
9535,1810,relationships,2026-06-16,38,21,1,3,1
9536,1825,science,2026-06-16,23,17,1,2,0
9537,1834,politics,2026-06-16,64,26,1,5,1
9538,1867,relationships,2026-06-16,72,34,1,3,1
9539,1872,career,2026-06-16,28,28,0,1,0
9540,1874,travel,2026-06-16,39,24,2,6,1
9541,1922,career,2026-06-16,22,26,4,19,1
9542,1930,finance,2026-06-16,58,22,3,16,1
9543,1936,travel,2026-06-16,40,17,0,0,0
9544,1992,finance,2026-06-16,24,21,1,3,1
9545,1995,technology,2026-06-16,14,19,0,0,0
9546,2038,sports,2026-06-16,33,20,4,22,1
9547,2063,science,2026-06-16,56,23,1,1,0
9548,2073,sports,2026-06-16,36,24,1,4,1
9549,2092,technology,2026-06-16,27,22,0,1,0
9550,2097,sports,2026-06-16,26,19,3,14,1
9551,2123,finance,2026-06-16,15,18,0,0,0
9552,2185,career,2026-06-16,50,29,2,5,1
9553,2204,health,2026-06-16,39,19,2,8,1
9554,2209,science,2026-06-16,20,23,2,8,1
9555,2221,career,2026-06-16,15,16,0,1,0
9556,2225,politics,2026-06-16,45,37,1,4,1
9557,2237,technology,2026-06-16,13,16,1,2,0
9558,2245,technology,2026-06-16,23,16,1,3,1
9559,2316,finance,2026-06-16,21,14,0,0,0
9560,2323,science,2026-06-16,17,19,0,0,0
9561,2328,technology,2026-06-16,16,23,0,1,0
9562,2368,education,2026-06-16,44,17,0,0,0
9563,2373,technology,2026-06-16,14,24,1,4,1
9564,2419,education,2026-06-16,24,11,2,8,1
9565,2428,travel,2026-06-16,8,25,1,3,1
9566,2442,relationships,2026-06-16,38,18,0,1,0
9567,2453,travel,2026-06-16,10,23,2,8,1
9568,2460,career,2026-06-16,63,37,5,27,1
9569,2485,education,2026-06-16,28,25,0,0,0
9570,2569,education,2026-06-16,65,23,2,9,1
9571,2581,technology,2026-06-16,28,42,0,0,0
9572,2594,finance,2026-06-16,29,36,1,4,1
9573,2598,relationships,2026-06-16,44,18,2,9,1
9574,2601,politics,2026-06-16,27,19,2,8,1
9575,2610,health,2026-06-16,38,26,1,4,1
9576,2623,travel,2026-06-16,30,23,4,24,1
9577,2625,relationships,2026-06-16,33,28,1,3,1
9578,2627,sports,2026-06-16,33,24,3,15,1
9579,2637,health,2026-06-16,33,16,2,11,1
9580,2653,technology,2026-06-16,18,21,0,0,0
9581,2670,relationships,2026-06-16,44,27,1,5,1
9582,2676,health,2026-06-16,83,29,7,36,1
9583,2697,relationships,2026-06-16,43,21,0,1,0
9584,2703,sports,2026-06-16,18,20,0,0,0
9585,2716,health,2026-06-16,22,24,1,3,1
9586,2718,sports,2026-06-16,27,18,0,1,0
9587,2729,finance,2026-06-16,29,24,0,1,0
9588,2741,science,2026-06-16,97,27,4,16,1
9589,2748,career,2026-06-16,24,32,2,10,1
9590,2750,health,2026-06-16,54,25,0,1,0
9591,2766,travel,2026-06-16,47,18,2,7,1
9592,2775,education,2026-06-16,52,28,0,1,0
9593,2800,science,2026-06-16,61,26,1,5,1
9594,2802,career,2026-06-16,28,20,0,1,0
9595,2810,finance,2026-06-16,41,23,2,7,1
9596,2811,sports,2026-06-16,40,24,0,0,0
9597,2843,science,2026-06-16,60,27,3,17,1
