user_id,variant,country,device_type,num_questions_asked,avg_word_count,quality_answer_rate,assignment_date
1143,control,IN,mobile,0,,,2026-06-01
1144,treatment,US,desktop,6,36.0,0.667,2026-06-02
1145,control,US,mobile,4,28.5,0.5,2026-06-04
1146,treatment,IN,desktop,6,33.3,0.667,2026-06-03
1147,treatment,CA,mobile,1,50.0,0.0,2026-06-01
1148,control,BR,desktop,2,22.5,0.5,2026-06-03
1149,control,US,desktop,3,37.3,0.333,2026-06-05
1150,treatment,US,desktop,0,,,2026-06-01
1151,control,IN,mobile,11,33.8,0.545,2026-06-02
1152,treatment,PH,desktop,8,44.8,0.75,2026-06-04
1153,control,IN,mobile,1,32.0,1.0,2026-06-01
1154,control,CA,mobile,0,,,2026-06-05
1155,treatment,IN,desktop,1,37.0,1.0,2026-06-03
1156,treatment,PH,mobile,2,24.5,1.0,2026-06-05
1157,control,US,mobile,5,26.0,0.4,2026-06-04
1158,treatment,US,desktop,6,54.2,0.667,2026-06-04
1159,control,DE,mobile,4,33.8,1.0,2026-06-03
1160,control,IN,mobile,2,35.5,1.0,2026-06-01
1161,treatment,IN,desktop,1,32.0,0.0,2026-06-02
1162,treatment,IN,desktop,7,52.4,0.286,2026-06-04
1163,treatment,IN,mobile,2,47.0,1.0,2026-06-04
1164,treatment,GB,mobile,3,51.0,1.0,2026-06-04
1165,treatment,CA,desktop,2,85.0,1.0,2026-06-02
1166,treatment,US,mobile,4,49.8,0.75,2026-06-02
1167,control,PH,desktop,2,38.0,0.5,2026-06-02
1168,treatment,IN,mobile,6,38.5,1.0,2026-06-03
1169,control,US,mobile,2,40.5,1.0,2026-06-05
1170,treatment,US,mobile,2,33.0,1.0,2026-06-01
1171,treatment,PH,desktop,0,,,2026-06-05
1172,treatment,CA,mobile,0,,,2026-06-03
1173,treatment,AU,mobile,3,30.7,0.0,2026-06-04
1174,control,PH,mobile,4,22.2,0.25,2026-06-01
1175,treatment,BR,mobile,9,40.6,0.667,2026-06-03
1176,treatment,AU,mobile,3,30.3,1.0,2026-06-01
1177,treatment,CA,mobile,6,68.0,1.0,2026-06-02
1178,control,PH,mobile,2,38.5,1.0,2026-06-01
1179,treatment,IN,mobile,0,,,2026-06-01
1180,control,PH,mobile,1,103.0,0.0,2026-06-02
1181,treatment,GB,mobile,1,25.0,1.0,2026-06-04
1182,treatment,AU,mobile,1,67.0,1.0,2026-06-02
1183,control,PH,mobile,0,,,2026-06-05
1184,treatment,US,desktop,3,48.0,1.0,2026-06-04
1185,control,IN,mobile,1,26.0,0.0,2026-06-04
1186,treatment,AU,desktop,1,17.0,0.0,2026-06-04
1187,treatment,US,mobile,5,75.0,0.6,2026-06-02
1188,control,US,desktop,4,32.0,0.75,2026-06-02
1189,treatment,IN,mobile,0,,,2026-06-03
1190,control,US,mobile,5,53.2,0.8,2026-06-05
1191,treatment,IN,desktop,2,71.0,1.0,2026-06-03
1192,control,US,mobile,5,34.4,0.4,2026-06-05
1193,control,US,mobile,8,27.1,1.0,2026-06-03
1194,control,US,desktop,4,33.2,0.75,2026-06-02
1195,control,BR,desktop,6,30.0,0.333,2026-06-03
1196,control,CA,desktop,2,48.5,1.0,2026-06-03
1197,treatment,US,desktop,2,24.0,0.5,2026-06-02
1198,control,US,desktop,1,41.0,1.0,2026-06-05
1199,control,US,mobile,3,42.3,0.667,2026-06-04
1200,control,US,mobile,1,14.0,1.0,2026-06-03
1201,treatment,IN,mobile,3,18.7,0.667,2026-06-05
1202,control,IN,desktop,7,37.9,0.571,2026-06-04
1203,control,US,mobile,1,24.0,0.0,2026-06-03
1204,treatment,BR,mobile,1,24.0,1.0,2026-06-05
1205,treatment,IN,desktop,1,85.0,0.0,2026-06-01
1206,treatment,IN,tablet,6,42.2,0.833,2026-06-05
1207,treatment,US,mobile,3,49.7,1.0,2026-06-03
1208,treatment,BR,mobile,2,22.0,1.0,2026-06-05
1209,treatment,PH,desktop,7,62.6,0.571,2026-06-03
1210,control,US,mobile,11,29.8,0.909,2026-06-01
1211,control,IN,desktop,2,23.0,0.5,2026-06-04
1212,control,IN,mobile,0,,,2026-06-04
1213,treatment,US,desktop,3,60.7,0.333,2026-06-02
1214,control,US,desktop,4,33.0,1.0,2026-06-03
1215,control,US,mobile,1,71.0,1.0,2026-06-03
1216,control,US,desktop,3,28.0,0.667,2026-06-02
1217,treatment,GB,mobile,1,44.0,1.0,2026-06-05
1218,control,CA,mobile,7,29.1,0.714,2026-06-05
1219,control,BR,desktop,3,21.3,0.333,2026-06-02
1220,treatment,GB,desktop,10,59.5,0.4,2026-06-04
1221,treatment,US,mobile,10,46.8,0.9,2026-06-02
1222,control,BR,tablet,0,,,2026-06-01
1223,treatment,IN,mobile,4,40.2,0.5,2026-06-04
1224,control,AU,mobile,3,23.3,1.0,2026-06-01
1225,control,US,desktop,6,29.3,0.667,2026-06-04
1226,treatment,IN,mobile,5,34.8,1.0,2026-06-04
1227,control,BR,tablet,0,,,2026-06-01
1228,control,CA,desktop,2,37.5,1.0,2026-06-05
1229,treatment,IN,mobile,14,37.3,0.643,2026-06-01
1230,treatment,IN,mobile,1,64.0,1.0,2026-06-04
1231,control,GB,tablet,2,48.0,1.0,2026-06-03
1232,treatment,BR,desktop,12,53.1,0.417,2026-06-02
1233,control,PH,mobile,3,27.0,1.0,2026-06-04
1234,control,US,desktop,3,36.0,0.333,2026-06-04
1235,treatment,US,mobile,0,,,2026-06-04
1236,control,US,desktop,2,51.0,0.0,2026-06-04
1237,control,CA,mobile,8,26.5,0.75,2026-06-05
1238,treatment,IN,desktop,0,,,2026-06-02
1239,treatment,GB,desktop,5,35.6,0.8,2026-06-02
1240,treatment,US,mobile,0,,,2026-06-05
1241,control,DE,desktop,3,26.0,1.0,2026-06-02
1242,control,DE,desktop,3,30.3,0.667,2026-06-04
1243,control,US,desktop,5,32.8,0.6,2026-06-05
1244,treatment,US,mobile,1,53.0,1.0,2026-06-04
1245,treatment,AU,desktop,1,77.0,1.0,2026-06-01
1246,control,PH,mobile,2,30.5,0.5,2026-06-02
1247,control,IN,tablet,12,37.3,0.75,2026-06-02
1248,control,BR,desktop,1,40.0,0.0,2026-06-05
1249,treatment,IN,mobile,0,,,2026-06-05
1250,treatment,BR,desktop,1,31.0,1.0,2026-06-02
1251,control,US,mobile,3,20.7,1.0,2026-06-05
1252,control,US,mobile,4,22.8,0.75,2026-06-03
1253,treatment,US,mobile,5,69.2,0.6,2026-06-02
1254,control,US,mobile,1,39.0,1.0,2026-06-02
1255,control,IN,mobile,1,25.0,0.0,2026-06-05
1256,treatment,PH,mobile,5,40.6,0.6,2026-06-02
1257,control,US,desktop,1,22.0,1.0,2026-06-05
1258,treatment,PH,mobile,1,51.0,1.0,2026-06-01
1259,treatment,DE,mobile,1,58.0,0.0,2026-06-04
1260,treatment,PH,mobile,3,42.0,1.0,2026-06-04
1261,treatment,IN,mobile,4,36.2,1.0,2026-06-04
1262,control,US,mobile,2,62.0,0.0,2026-06-02
1263,control,IN,tablet,10,31.6,0.9,2026-06-04
1264,control,BR,mobile,3,28.7,0.667,2026-06-05
1265,treatment,US,mobile,6,62.7,0.5,2026-06-04
1266,treatment,GB,mobile,3,47.3,0.333,2026-06-01
1267,control,PH,mobile,1,19.0,1.0,2026-06-02
1268,treatment,IN,tablet,2,69.0,1.0,2026-06-04
1269,control,US,mobile,5,32.8,0.8,2026-06-02
1270,treatment,BR,mobile,2,38.5,1.0,2026-06-04
1271,control,GB,desktop,3,33.3,0.667,2026-06-01
1272,treatment,US,mobile,2,30.0,1.0,2026-06-04
1273,treatment,US,desktop,2,24.5,0.5,2026-06-03
1274,treatment,IN,mobile,3,32.0,0.667,2026-06-05
1275,treatment,BR,mobile,1,68.0,1.0,2026-06-04
1276,control,US,desktop,4,28.0,0.75,2026-06-04
1277,control,PH,desktop,12,31.5,0.667,2026-06-05
1278,control,CA,mobile,2,85.0,0.5,2026-06-05
1279,treatment,US,desktop,3,32.7,0.667,2026-06-04
1280,treatment,CA,mobile,2,39.0,0.5,2026-06-03
1281,treatment,BR,desktop,3,61.0,1.0,2026-06-01
1282,control,CA,desktop,3,51.7,0.667,2026-06-03
1283,control,DE,mobile,3,36.3,0.333,2026-06-04
1284,control,DE,mobile,2,30.0,0.0,2026-06-05
1285,control,IN,mobile,0,,,2026-06-02
1286,treatment,IN,mobile,10,41.9,0.7,2026-06-05
1287,treatment,CA,desktop,3,31.3,0.333,2026-06-02
1288,treatment,US,desktop,5,60.2,0.8,2026-06-01
1289,control,US,tablet,4,30.8,0.75,2026-06-01
1290,treatment,PH,desktop,10,38.3,1.0,2026-06-03
1291,treatment,BR,mobile,1,64.0,0.0,2026-06-01
1292,treatment,US,mobile,2,32.5,1.0,2026-06-02
1293,treatment,US,mobile,4,39.0,1.0,2026-06-05
1294,treatment,US,mobile,3,53.0,1.0,2026-06-01
1295,treatment,US,desktop,8,40.8,0.75,2026-06-04
1296,control,US,mobile,1,32.0,0.0,2026-06-02
1297,treatment,US,mobile,7,34.1,0.714,2026-06-05
1298,treatment,PH,mobile,0,,,2026-06-03
1299,treatment,US,mobile,3,70.0,0.667,2026-06-03
1300,treatment,US,tablet,0,,,2026-06-01
1301,treatment,CA,desktop,0,,,2026-06-04
1302,control,IN,desktop,8,34.0,0.5,2026-06-02
1303,treatment,US,mobile,4,55.5,1.0,2026-06-03
1304,treatment,IN,mobile,7,37.9,0.857,2026-06-04
1305,control,GB,mobile,2,49.0,1.0,2026-06-04
1306,treatment,CA,mobile,4,51.2,1.0,2026-06-05
1307,treatment,CA,mobile,0,,,2026-06-02
1308,control,DE,mobile,2,43.5,0.5,2026-06-04
1309,control,US,mobile,9,32.8,1.0,2026-06-02
1310,treatment,IN,desktop,8,48.5,0.625,2026-06-04
1311,treatment,AU,mobile,3,132.7,1.0,2026-06-02
1312,control,PH,mobile,3,47.3,0.333,2026-06-03
1313,control,US,mobile,0,,,2026-06-05
1314,control,IN,mobile,4,31.2,0.5,2026-06-03
1315,control,GB,mobile,0,,,2026-06-03
1316,treatment,IN,mobile,1,43.0,1.0,2026-06-05
1317,control,US,mobile,1,31.0,0.0,2026-06-05
1318,treatment,BR,desktop,12,34.0,0.5,2026-06-03
1319,control,PH,mobile,1,31.0,1.0,2026-06-03
1320,treatment,US,mobile,1,42.0,1.0,2026-06-04
1321,treatment,IN,mobile,2,33.0,1.0,2026-06-02
1322,treatment,AU,mobile,9,48.9,0.889,2026-06-05
1323,control,US,mobile,0,,,2026-06-04
1324,control,US,mobile,2,29.0,1.0,2026-06-04
1325,treatment,US,tablet,9,60.7,0.333,2026-06-01
1326,treatment,US,desktop,11,37.3,0.727,2026-06-04
1327,treatment,US,mobile,1,38.0,0.0,2026-06-01
1328,treatment,US,desktop,1,36.0,0.0,2026-06-02
1329,control,BR,mobile,3,39.3,0.333,2026-06-04
1330,control,GB,desktop,2,36.5,1.0,2026-06-04
1331,control,GB,mobile,2,32.0,0.5,2026-06-01
1332,control,IN,mobile,2,20.0,0.5,2026-06-03
1333,control,IN,desktop,3,66.7,0.667,2026-06-05
1334,control,BR,mobile,0,,,2026-06-02
1335,treatment,AU,desktop,3,51.7,0.333,2026-06-02
1336,control,US,mobile,1,46.0,1.0,2026-06-05
1337,control,BR,mobile,1,32.0,1.0,2026-06-03
1338,treatment,IN,desktop,6,62.8,0.667,2026-06-05
1339,treatment,PH,desktop,1,41.0,1.0,2026-06-01
1340,treatment,BR,desktop,2,49.0,0.5,2026-06-03
1341,treatment,US,mobile,2,23.5,0.0,2026-06-04
1342,control,DE,mobile,3,36.3,1.0,2026-06-03
1343,treatment,US,mobile,0,,,2026-06-03
1344,control,US,mobile,0,,,2026-06-03
1345,control,IN,mobile,5,37.2,0.8,2026-06-01
1346,control,GB,desktop,4,40.5,0.5,2026-06-04
1347,treatment,GB,mobile,1,39.0,1.0,2026-06-01
1348,control,DE,desktop,6,27.5,0.667,2026-06-01
1349,treatment,US,mobile,1,50.0,1.0,2026-06-02
1350,treatment,IN,mobile,4,60.0,0.75,2026-06-04
1351,control,AU,mobile,2,40.5,1.0,2026-06-02
1352,treatment,US,desktop,0,,,2026-06-05
1353,treatment,BR,mobile,0,,,2026-06-01
1354,control,US,tablet,3,33.0,0.667,2026-06-02
1355,treatment,AU,desktop,2,25.0,0.5,2026-06-01
1356,control,PH,mobile,5,26.8,0.2,2026-06-03
1357,treatment,IN,desktop,0,,,2026-06-05
1358,control,IN,desktop,3,40.3,0.667,2026-06-03
1359,treatment,IN,mobile,1,13.0,1.0,2026-06-04
1360,treatment,DE,mobile,1,31.0,1.0,2026-06-01
1361,treatment,IN,mobile,4,100.0,0.5,2026-06-02
1362,control,IN,mobile,0,,,2026-06-02
1363,control,US,desktop,1,26.0,1.0,2026-06-03
1364,control,GB,mobile,2,43.0,1.0,2026-06-01
1365,treatment,GB,desktop,0,,,2026-06-01
1366,treatment,BR,desktop,1,76.0,1.0,2026-06-02
1367,control,BR,desktop,3,39.7,0.667,2026-06-05
1368,control,US,desktop,1,19.0,1.0,2026-06-03
1369,control,CA,desktop,3,41.7,0.667,2026-06-03
1370,control,US,desktop,2,36.5,1.0,2026-06-02
1371,control,BR,desktop,1,39.0,1.0,2026-06-05
1372,control,IN,tablet,5,40.4,0.6,2026-06-02
1373,treatment,US,mobile,7,56.4,0.714,2026-06-02
1374,control,US,desktop,1,16.0,0.0,2026-06-04
1375,control,DE,mobile,0,,,2026-06-04
1376,control,IN,tablet,0,,,2026-06-01
1377,control,US,desktop,8,26.4,0.5,2026-06-04
1378,control,PH,mobile,1,35.0,1.0,2026-06-02
1379,treatment,PH,mobile,4,46.8,0.5,2026-06-05
1380,control,US,mobile,2,28.5,0.5,2026-06-01
1381,treatment,PH,desktop,0,,,2026-06-02
1382,control,IN,desktop,0,,,2026-06-01
1383,control,AU,desktop,1,38.0,1.0,2026-06-05
1384,treatment,PH,desktop,4,48.2,0.75,2026-06-05
1385,treatment,BR,mobile,5,55.0,1.0,2026-06-05
1386,treatment,US,mobile,3,33.0,0.667,2026-06-01
1387,treatment,PH,mobile,0,,,2026-06-05
1388,control,DE,mobile,2,21.5,1.0,2026-06-05
1389,control,US,desktop,2,28.5,1.0,2026-06-03
1390,control,US,mobile,1,35.0,0.0,2026-06-04
1391,control,PH,mobile,6,29.0,0.5,2026-06-03
1392,treatment,BR,mobile,4,74.5,0.5,2026-06-04
1393,control,IN,mobile,4,26.5,0.75,2026-06-04
1394,control,US,mobile,0,,,2026-06-03
1395,control,GB,mobile,2,29.5,0.0,2026-06-01
1396,control,IN,desktop,7,26.6,0.571,2026-06-01
1397,treatment,GB,mobile,2,22.0,1.0,2026-06-03
1398,control,US,desktop,4,34.8,0.75,2026-06-04
1399,control,GB,mobile,1,137.0,1.0,2026-06-04
1400,treatment,CA,mobile,2,72.0,1.0,2026-06-02
1401,control,US,desktop,1,57.0,0.0,2026-06-05
1402,control,GB,tablet,8,32.0,0.75,2026-06-03
1403,treatment,IN,desktop,2,35.5,1.0,2026-06-02
1404,control,BR,mobile,2,31.0,1.0,2026-06-03
1405,control,US,desktop,0,,,2026-06-03
1406,treatment,BR,mobile,6,60.8,0.667,2026-06-02
1407,treatment,US,desktop,3,28.0,1.0,2026-06-02
1408,control,US,mobile,2,13.0,0.5,2026-06-05
1409,control,US,desktop,1,49.0,1.0,2026-06-04
1410,control,AU,mobile,1,74.0,1.0,2026-06-02
1411,control,IN,desktop,6,32.7,0.667,2026-06-01
1412,treatment,US,mobile,0,,,2026-06-03
1413,control,IN,mobile,6,30.3,0.667,2026-06-05
1414,control,AU,desktop,7,28.7,0.714,2026-06-01
1415,control,US,desktop,0,,,2026-06-03
1416,control,CA,mobile,2,30.0,0.0,2026-06-05
1417,control,DE,mobile,2,19.5,0.5,2026-06-02
1418,control,PH,desktop,5,36.8,0.6,2026-06-04
1419,control,CA,desktop,2,27.5,1.0,2026-06-01
1420,control,IN,mobile,0,,,2026-06-03
1421,control,US,desktop,3,26.0,0.333,2026-06-02
1422,control,US,desktop,2,47.0,1.0,2026-06-03
1423,control,IN,mobile,4,27.2,0.5,2026-06-02
1424,treatment,IN,mobile,5,45.2,0.6,2026-06-05
1425,control,US,mobile,2,34.0,1.0,2026-06-05
1426,control,IN,desktop,1,56.0,1.0,2026-06-02
1427,control,IN,desktop,0,,,2026-06-05
1428,control,PH,mobile,7,28.7,0.571,2026-06-01
1429,treatment,GB,mobile,4,50.0,1.0,2026-06-02
1430,control,GB,desktop,0,,,2026-06-01
1431,treatment,US,mobile,2,76.5,1.0,2026-06-01
1432,control,DE,mobile,2,29.0,1.0,2026-06-01
1433,treatment,US,desktop,2,51.5,0.5,2026-06-02
1434,control,US,mobile,2,41.5,1.0,2026-06-02
1435,treatment,PH,mobile,4,49.0,0.5,2026-06-03
1436,treatment,BR,desktop,1,29.0,0.0,2026-06-03
1437,treatment,AU,desktop,4,54.8,1.0,2026-06-02
1438,treatment,BR,desktop,1,27.0,1.0,2026-06-03
1439,treatment,US,mobile,1,58.0,1.0,2026-06-05
1440,control,BR,mobile,3,27.0,0.667,2026-06-01
1441,treatment,IN,mobile,4,51.5,1.0,2026-06-01
1442,treatment,DE,desktop,8,31.0,0.5,2026-06-02
1443,treatment,BR,mobile,4,48.0,1.0,2026-06-03
1444,control,US,mobile,6,29.0,0.5,2026-06-04
1445,treatment,IN,desktop,0,,,2026-06-03
1446,treatment,BR,mobile,1,73.0,0.0,2026-06-03
1447,control,GB,mobile,2,58.0,1.0,2026-06-05
1448,control,BR,tablet,16,30.9,0.438,2026-06-03
1449,control,CA,mobile,1,11.0,1.0,2026-06-05
1450,control,DE,mobile,1,15.0,0.0,2026-06-02
1451,treatment,IN,mobile,3,56.7,0.667,2026-06-03
1452,control,DE,desktop,1,47.0,1.0,2026-06-04
1453,control,CA,mobile,5,23.6,0.4,2026-06-04
1454,treatment,IN,mobile,2,19.0,0.5,2026-06-03
1455,control,GB,mobile,2,31.0,1.0,2026-06-02
1456,treatment,US,tablet,1,71.0,1.0,2026-06-01
1457,control,DE,desktop,3,51.3,0.667,2026-06-05
1458,treatment,US,mobile,0,,,2026-06-05
1459,control,US,mobile,2,36.0,0.5,2026-06-01
1460,treatment,CA,tablet,4,55.2,0.75,2026-06-05
1461,treatment,US,desktop,2,24.0,0.0,2026-06-01
1462,control,AU,mobile,4,36.8,0.75,2026-06-03
1463,control,IN,mobile,3,19.3,0.667,2026-06-04
1464,control,GB,mobile,1,23.0,1.0,2026-06-01
1465,control,CA,mobile,4,26.2,0.75,2026-06-02
1466,treatment,GB,mobile,2,39.5,1.0,2026-06-02
1467,control,CA,tablet,7,39.9,0.714,2026-06-04
1468,control,US,mobile,1,13.0,1.0,2026-06-01
1469,treatment,BR,tablet,3,32.0,1.0,2026-06-01
1470,treatment,IN,desktop,2,102.5,1.0,2026-06-05
1471,treatment,BR,mobile,5,42.8,1.0,2026-06-04
1472,control,IN,mobile,3,31.7,1.0,2026-06-02
1473,control,BR,desktop,3,18.3,1.0,2026-06-02
1474,control,PH,desktop,2,19.0,1.0,2026-06-05
1475,treatment,BR,desktop,0,,,2026-06-03
1476,control,BR,mobile,4,38.5,0.5,2026-06-05
1477,control,CA,mobile,2,25.0,0.5,2026-06-01
1478,treatment,US,desktop,4,43.5,0.75,2026-06-02
1479,control,IN,mobile,8,29.5,0.375,2026-06-02
1480,control,DE,mobile,6,38.3,0.667,2026-06-02
1481,control,AU,mobile,3,34.3,0.667,2026-06-03
1482,treatment,US,desktop,2,27.0,0.5,2026-06-02
1483,control,PH,desktop,1,42.0,1.0,2026-06-05
1484,treatment,BR,mobile,2,61.0,0.5,2026-06-01
1485,treatment,GB,mobile,2,60.5,1.0,2026-06-03
1486,treatment,IN,mobile,1,42.0,1.0,2026-06-03
1487,control,IN,mobile,4,18.5,0.75,2026-06-04
1488,control,IN,mobile,1,21.0,1.0,2026-06-04
1489,control,BR,mobile,3,45.0,0.0,2026-06-02
1490,control,IN,mobile,4,30.0,0.5,2026-06-05
1491,control,PH,desktop,9,26.0,0.556,2026-06-02
1492,control,US,tablet,4,24.8,0.5,2026-06-03
1493,treatment,PH,mobile,0,,,2026-06-02
1494,control,PH,mobile,7,47.9,0.714,2026-06-04
1495,control,PH,desktop,3,43.3,0.333,2026-06-03
1496,treatment,IN,mobile,5,51.8,0.4,2026-06-03
1497,control,GB,tablet,0,,,2026-06-05
1498,treatment,US,mobile,1,99.0,1.0,2026-06-04
1499,treatment,AU,mobile,2,50.5,1.0,2026-06-05
1500,control,IN,mobile,1,35.0,1.0,2026-06-02
1501,treatment,GB,mobile,0,,,2026-06-03
1502,control,IN,mobile,2,37.5,0.5,2026-06-01
1503,control,AU,mobile,6,34.8,0.833,2026-06-01
1504,control,BR,mobile,0,,,2026-06-02
1505,control,US,mobile,3,16.0,0.667,2026-06-02
1506,control,US,tablet,2,26.5,0.5,2026-06-01
1507,treatment,GB,mobile,0,,,2026-06-03
1508,control,US,tablet,2,28.0,1.0,2026-06-03
1509,treatment,GB,mobile,7,50.0,0.714,2026-06-04
1510,treatment,US,mobile,9,51.1,0.556,2026-06-05
1511,control,US,mobile,3,40.3,0.667,2026-06-05
1512,treatment,IN,mobile,3,27.7,0.333,2026-06-05
1513,treatment,IN,mobile,4,42.2,1.0,2026-06-04
1514,treatment,GB,mobile,0,,,2026-06-05
1515,control,US,mobile,2,36.0,0.5,2026-06-01
1516,treatment,CA,mobile,2,69.5,1.0,2026-06-01
1517,treatment,DE,desktop,0,,,2026-06-03
1518,treatment,GB,desktop,1,90.0,1.0,2026-06-05
1519,control,US,mobile,2,23.5,0.5,2026-06-04
1520,treatment,DE,desktop,2,41.0,1.0,2026-06-04
1521,control,IN,mobile,4,22.0,0.0,2026-06-01
1522,control,GB,mobile,3,48.3,0.667,2026-06-03
1523,treatment,IN,mobile,5,46.2,0.8,2026-06-03
1524,control,US,mobile,9,34.4,0.444,2026-06-03
1525,control,US,desktop,1,24.0,1.0,2026-06-05
1526,treatment,US,desktop,12,39.9,0.417,2026-06-03
1527,control,GB,desktop,4,43.5,0.5,2026-06-03
1528,treatment,IN,mobile,3,65.0,0.333,2026-06-05
1529,treatment,DE,mobile,2,46.0,0.5,2026-06-03
1530,treatment,US,mobile,8,47.5,0.875,2026-06-01
1531,control,IN,mobile,0,,,2026-06-01
1532,control,BR,desktop,1,56.0,1.0,2026-06-05
1533,control,IN,mobile,16,28.5,0.688,2026-06-03
1534,treatment,IN,tablet,3,60.0,0.667,2026-06-01
1535,control,IN,tablet,2,45.5,1.0,2026-06-03
1536,control,IN,mobile,15,45.9,0.667,2026-06-04
1537,control,PH,mobile,1,18.0,1.0,2026-06-02
1538,control,US,mobile,10,32.1,0.9,2026-06-05
1539,treatment,PH,mobile,3,31.0,1.0,2026-06-04
1540,treatment,US,desktop,4,67.0,0.5,2026-06-03
1541,treatment,IN,mobile,6,55.2,0.667,2026-06-01
1542,treatment,US,mobile,2,38.5,1.0,2026-06-02
1543,treatment,US,mobile,1,90.0,1.0,2026-06-03
1544,control,US,mobile,1,62.0,1.0,2026-06-01
1545,control,GB,desktop,1,23.0,1.0,2026-06-05
1546,treatment,US,desktop,1,13.0,0.0,2026-06-04
1547,treatment,IN,desktop,0,,,2026-06-02
1548,treatment,US,mobile,5,57.8,0.8,2026-06-03
1549,treatment,IN,desktop,8,44.0,0.625,2026-06-05
1550,treatment,US,desktop,1,65.0,1.0,2026-06-03
1551,control,US,mobile,8,40.9,0.875,2026-06-02
1552,treatment,US,mobile,2,48.5,1.0,2026-06-05
1553,treatment,PH,tablet,1,61.0,0.0,2026-06-03
1554,control,US,mobile,1,59.0,0.0,2026-06-04
1555,treatment,IN,mobile,3,41.7,1.0,2026-06-01
1556,treatment,GB,mobile,3,35.7,1.0,2026-06-03
1557,control,US,desktop,1,15.0,1.0,2026-06-04
1558,control,PH,mobile,1,56.0,1.0,2026-06-02
1559,treatment,US,mobile,3,67.0,1.0,2026-06-02
1560,treatment,GB,desktop,8,63.8,0.75,2026-06-01
1561,treatment,PH,mobile,4,68.8,0.75,2026-06-04
1562,control,BR,desktop,4,36.2,0.75,2026-06-02
1563,control,GB,desktop,0,,,2026-06-05
1564,control,CA,mobile,6,36.7,0.667,2026-06-02
1565,treatment,BR,desktop,3,41.7,0.667,2026-06-01
1566,control,US,mobile,3,35.7,1.0,2026-06-05
1567,control,IN,mobile,4,36.5,0.75,2026-06-05
1568,treatment,IN,desktop,3,36.3,0.667,2026-06-01
1569,control,IN,desktop,3,31.7,0.667,2026-06-04
1570,treatment,US,tablet,3,79.0,0.667,2026-06-04
1571,control,AU,mobile,1,13.0,1.0,2026-06-03
1572,control,BR,desktop,1,24.0,1.0,2026-06-05
1573,treatment,GB,desktop,3,86.7,0.333,2026-06-05
1574,control,CA,desktop,2,33.5,0.5,2026-06-03
1575,treatment,GB,mobile,0,,,2026-06-04
1576,treatment,US,mobile,4,25.0,1.0,2026-06-02
1577,control,AU,desktop,1,28.0,0.0,2026-06-03
1578,control,IN,desktop,0,,,2026-06-02
1579,control,IN,mobile,3,38.0,0.667,2026-06-02
1580,treatment,PH,mobile,2,35.5,1.0,2026-06-05
1581,control,US,mobile,8,30.5,0.125,2026-06-02
1582,treatment,GB,mobile,4,31.2,1.0,2026-06-03
1583,control,BR,mobile,1,37.0,1.0,2026-06-05
1584,control,US,mobile,3,28.3,0.667,2026-06-03
1585,control,IN,mobile,3,36.7,0.333,2026-06-05
1586,control,US,desktop,5,43.2,0.6,2026-06-01
1587,control,BR,desktop,2,51.0,1.0,2026-06-05
1588,control,AU,mobile,3,21.3,0.667,2026-06-01
1589,treatment,IN,mobile,12,39.7,0.75,2026-06-02
1590,treatment,BR,mobile,5,31.2,0.8,2026-06-04
1591,treatment,IN,mobile,12,65.8,0.75,2026-06-01
1592,control,DE,mobile,1,32.0,1.0,2026-06-02
1593,control,US,mobile,2,40.5,1.0,2026-06-02
1594,treatment,IN,desktop,2,79.0,0.5,2026-06-01
1595,control,IN,mobile,8,33.4,0.75,2026-06-02
1596,control,CA,tablet,5,26.0,0.8,2026-06-03
1597,treatment,PH,mobile,1,35.0,1.0,2026-06-01
1598,control,CA,desktop,1,21.0,0.0,2026-06-01
1599,treatment,IN,mobile,12,47.5,0.667,2026-06-05
1600,control,US,mobile,1,49.0,1.0,2026-06-04
1601,control,IN,mobile,0,,,2026-06-02
1602,treatment,IN,mobile,10,65.1,0.7,2026-06-03
1603,control,PH,mobile,4,31.2,0.75,2026-06-03
1604,treatment,IN,tablet,0,,,2026-06-04
1605,control,IN,desktop,5,38.0,0.4,2026-06-03
1606,control,CA,mobile,3,34.3,1.0,2026-06-02
1607,treatment,PH,mobile,3,44.3,1.0,2026-06-02
1608,control,US,desktop,3,31.0,0.667,2026-06-02
1609,control,US,mobile,5,19.6,1.0,2026-06-03
1610,control,AU,mobile,2,13.5,0.5,2026-06-05
1611,treatment,GB,desktop,1,17.0,1.0,2026-06-03
1612,treatment,GB,desktop,11,47.4,0.636,2026-06-03
1613,control,AU,mobile,4,48.8,1.0,2026-06-02
1614,control,BR,mobile,4,35.2,0.75,2026-06-04
1615,treatment,US,mobile,1,42.0,1.0,2026-06-04
1616,treatment,GB,desktop,3,34.7,0.667,2026-06-03
1617,treatment,DE,desktop,3,94.7,0.333,2026-06-04
1618,treatment,DE,mobile,3,88.3,1.0,2026-06-01
1619,treatment,US,tablet,1,83.0,0.0,2026-06-03
1620,control,IN,mobile,5,28.8,1.0,2026-06-05
1621,treatment,US,mobile,4,36.5,0.5,2026-06-04
1622,control,GB,mobile,1,29.0,1.0,2026-06-05
1623,treatment,AU,mobile,0,,,2026-06-05
1624,control,GB,mobile,0,,,2026-06-02
1625,control,GB,desktop,2,32.5,0.5,2026-06-04
