user_id,variant,assignment_date,num_questions_asked_alltime,avg_word_count_alltime,quality_answer_rate_alltime,num_questions_post,avg_word_count_post,quality_answer_rate_post,asked_any_post,asked_any_alltime
3040,control,2026-06-02,4,41,0.75,4,41,0.75,TRUE,TRUE
3041,treatment,2026-06-03,4,78,0.75,3,75.33333333333333,0.6666666666666666,TRUE,TRUE
3042,treatment,2026-06-03,3,15.3,0.667,2,16.5,0.5,TRUE,TRUE
3043,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3044,control,2026-06-05,4,42.8,1,2,46.5,1,TRUE,TRUE
3045,control,2026-06-03,3,21,1,3,21,1,TRUE,TRUE
3046,control,2026-06-01,1,19,1,1,19,1,TRUE,TRUE
3047,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3048,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3049,control,2026-06-05,1,30,1,1,30,1,TRUE,TRUE
3050,control,2026-06-01,1,32,1,1,32,1,TRUE,TRUE
3051,treatment,2026-06-03,3,33,0.667,3,33,0.6666666666666666,TRUE,TRUE
3052,control,2026-06-03,8,27,0.75,8,27,0.75,TRUE,TRUE
3053,treatment,2026-06-05,5,40,0.6,4,40.75,0.75,TRUE,TRUE
3054,control,2026-06-01,2,17.5,0.5,2,17.5,0.5,TRUE,TRUE
3055,treatment,2026-06-04,1,53,1,1,53,1,TRUE,TRUE
3056,control,2026-06-01,2,49,1,2,49,1,TRUE,TRUE
3057,treatment,2026-06-05,2,35,1,1,35,1,TRUE,TRUE
3058,treatment,2026-06-03,5,39.4,0.6,5,39.4,0.6,TRUE,TRUE
3059,control,2026-06-01,7,32.1,0.429,7,32.142857142857146,0.42857142857142855,TRUE,TRUE
3060,control,2026-06-04,5,23.8,0.6,5,23.8,0.6,TRUE,TRUE
3061,control,2026-06-01,2,14,0.5,2,14,0.5,TRUE,TRUE
3062,treatment,2026-06-03,3,31.3,0.667,3,31.333333333333332,0.6666666666666666,TRUE,TRUE
3063,control,2026-06-03,5,32.6,0.4,5,32.6,0.4,TRUE,TRUE
3064,control,2026-06-03,1,26,1,1,26,1,TRUE,TRUE
3065,treatment,2026-06-02,1,26,1,1,26,1,TRUE,TRUE
3066,control,2026-06-02,5,42,0.8,5,42,0.8,TRUE,TRUE
3067,treatment,2026-06-05,1,61,1,1,61,1,TRUE,TRUE
3068,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3069,control,2026-06-01,4,18.5,0.5,4,18.5,0.5,TRUE,TRUE
3070,treatment,2026-06-02,1,24,1,1,24,1,TRUE,TRUE
3071,treatment,2026-06-04,2,54,0,2,54,0,TRUE,TRUE
3072,control,2026-06-01,2,39.5,0.5,2,39.5,0.5,TRUE,TRUE
3073,treatment,2026-06-01,2,67,0.5,2,67,0.5,TRUE,TRUE
3074,control,2026-06-05,6,37,0.5,5,35,0.4,TRUE,TRUE
3075,treatment,2026-06-05,3,48.3,0.333,3,48.333333333333336,0.3333333333333333,TRUE,TRUE
3076,control,2026-06-05,2,24,1,2,24,1,TRUE,TRUE
3077,control,2026-06-04,2,28.5,0.5,2,28.5,0.5,TRUE,TRUE
3078,control,2026-06-02,2,35,1,2,35,1,TRUE,TRUE
3079,treatment,2026-06-05,1,33,0,1,33,0,TRUE,TRUE
3080,treatment,2026-06-03,4,45.2,1,3,47.666666666666664,1,TRUE,TRUE
3081,treatment,2026-06-05,6,53.8,0.833,6,53.833333333333336,0.8333333333333334,TRUE,TRUE
3082,treatment,2026-06-03,3,51.7,1,3,51.666666666666664,1,TRUE,TRUE
3083,control,2026-06-04,1,24,1,1,24,1,TRUE,TRUE
3084,treatment,2026-06-03,1,26,0,1,26,0,TRUE,TRUE
3085,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3086,treatment,2026-06-01,10,50.7,0.3,10,50.7,0.3,TRUE,TRUE
3087,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3088,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3089,treatment,2026-06-03,4,40,0.75,3,42.666666666666664,0.6666666666666666,TRUE,TRUE
3090,control,2026-06-05,5,29.8,1,5,29.8,1,TRUE,TRUE
3091,control,2026-06-05,8,30.2,0.5,6,28.333333333333332,0.5,TRUE,TRUE
3092,treatment,2026-06-04,3,56.3,0.333,2,64,0.5,TRUE,TRUE
3093,treatment,2026-06-03,14,33.6,0.571,14,33.57142857142857,0.5714285714285714,TRUE,TRUE
3094,control,2026-06-02,2,27,1,2,27,1,TRUE,TRUE
3095,treatment,2026-06-03,4,27,0.75,4,27,0.75,TRUE,TRUE
3096,treatment,2026-06-05,3,63,1,3,63,1,TRUE,TRUE
3097,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3098,control,2026-06-01,13,28.7,0.692,13,28.692307692307693,0.6923076923076923,TRUE,TRUE
3099,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3100,control,2026-06-05,3,29.7,0.667,3,29.666666666666668,0.6666666666666666,TRUE,TRUE
3101,treatment,2026-06-05,2,44.5,1,2,44.5,1,TRUE,TRUE
3102,control,2026-06-05,10,38,0.5,9,38.22222222222222,0.4444444444444444,TRUE,TRUE
3103,treatment,2026-06-04,2,58.5,1,2,58.5,1,TRUE,TRUE
3104,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3105,control,2026-06-05,7,34.6,0.714,7,34.57142857142857,0.7142857142857143,TRUE,TRUE
3106,control,2026-06-05,5,32.8,0.8,4,32.5,0.75,TRUE,TRUE
3107,treatment,2026-06-01,6,31.5,0.667,6,31.5,0.6666666666666666,TRUE,TRUE
3108,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3109,treatment,2026-06-02,1,34,0,1,34,0,TRUE,TRUE
3110,control,2026-06-02,2,24,0.5,2,24,0.5,TRUE,TRUE
3111,control,2026-06-05,1,19,1,1,19,1,TRUE,TRUE
3112,treatment,2026-06-04,6,73.7,0.833,6,73.66666666666667,0.8333333333333334,TRUE,TRUE
3113,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3114,treatment,2026-06-03,2,47.5,1,2,47.5,1,TRUE,TRUE
3115,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3116,treatment,2026-06-03,5,51.8,0.8,5,51.8,0.8,TRUE,TRUE
3117,control,2026-06-01,4,25.2,0,4,25.25,0,TRUE,TRUE
3118,treatment,2026-06-05,6,37.3,0.167,6,37.333333333333336,0.16666666666666666,TRUE,TRUE
3119,treatment,2026-06-02,3,39.3,0.333,3,39.333333333333336,0.3333333333333333,TRUE,TRUE
3120,treatment,2026-06-05,1,48,1,1,48,1,TRUE,TRUE
3121,treatment,2026-06-04,7,55.9,1,6,49.166666666666664,1,TRUE,TRUE
3122,treatment,2026-06-01,2,36,1,2,36,1,TRUE,TRUE
3123,treatment,2026-06-01,3,50,0.667,3,50,0.6666666666666666,TRUE,TRUE
3124,treatment,2026-06-02,6,39.8,0.333,6,39.833333333333336,0.3333333333333333,TRUE,TRUE
3125,treatment,2026-06-02,1,48,0,1,48,0,TRUE,TRUE
3126,treatment,2026-06-01,3,43,1,3,43,1,TRUE,TRUE
3127,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3128,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3129,control,2026-06-01,4,29.8,0.5,4,29.75,0.5,TRUE,TRUE
3130,control,2026-06-04,7,31.4,0.714,7,31.428571428571427,0.7142857142857143,TRUE,TRUE
3131,treatment,2026-06-01,8,45.6,1,8,45.625,1,TRUE,TRUE
3132,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3133,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3134,treatment,2026-06-03,6,46.8,0.667,6,46.833333333333336,0.6666666666666666,TRUE,TRUE
3135,treatment,2026-06-02,5,63.6,0.6,5,63.6,0.6,TRUE,TRUE
3136,treatment,2026-06-03,3,60,1,3,60,1,TRUE,TRUE
3137,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3138,treatment,2026-06-04,4,38,1,4,38,1,TRUE,TRUE
3139,treatment,2026-06-05,3,86,0.333,2,111,0,TRUE,TRUE
3140,treatment,2026-06-02,1,93,0,1,93,0,TRUE,TRUE
3141,control,2026-06-04,6,33.7,0.333,5,34.8,0.2,TRUE,TRUE
3142,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3143,control,2026-06-01,6,32.3,0.667,6,32.333333333333336,0.6666666666666666,TRUE,TRUE
3144,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3145,control,2026-06-01,9,33.3,0.778,9,33.333333333333336,0.7777777777777778,TRUE,TRUE
3146,treatment,2026-06-05,5,64.8,1,5,64.8,1,TRUE,TRUE
3147,treatment,2026-06-02,2,29,1,2,29,1,TRUE,TRUE
3148,treatment,2026-06-01,8,48.4,0.75,8,48.375,0.75,TRUE,TRUE
3149,control,2026-06-03,4,34.5,0.75,4,34.5,0.75,TRUE,TRUE
3150,treatment,2026-06-02,1,20,1,1,20,1,TRUE,TRUE
3151,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3152,treatment,2026-06-01,2,56,1,2,56,1,TRUE,TRUE
3153,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3154,treatment,2026-06-04,2,37,1,2,37,1,TRUE,TRUE
3155,control,2026-06-04,2,17.5,1,2,17.5,1,TRUE,TRUE
3156,control,2026-06-05,19,41.8,0.579,19,41.78947368421053,0.5789473684210527,TRUE,TRUE
3157,treatment,2026-06-05,3,49,1,3,49,1,TRUE,TRUE
3158,treatment,2026-06-04,2,37.5,0,2,37.5,0,TRUE,TRUE
3159,control,2026-06-02,4,24.2,0.75,4,24.25,0.75,TRUE,TRUE
3160,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3161,treatment,2026-06-05,5,39.2,0.6,5,39.2,0.6,TRUE,TRUE
3162,control,2026-06-05,1,34,1,1,34,1,TRUE,TRUE
3163,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3164,control,2026-06-04,2,19.5,1,2,19.5,1,TRUE,TRUE
3165,treatment,2026-06-02,4,45.8,0.5,4,45.75,0.5,TRUE,TRUE
3166,treatment,2026-06-04,6,42.5,0.667,6,42.5,0.6666666666666666,TRUE,TRUE
3167,control,2026-06-03,7,35.1,0.714,7,35.142857142857146,0.7142857142857143,TRUE,TRUE
3168,control,2026-06-05,2,14.5,0.5,2,14.5,0.5,TRUE,TRUE
3169,treatment,2026-06-02,8,37.6,0.875,8,37.625,0.875,TRUE,TRUE
3170,control,2026-06-01,1,15,1,1,15,1,TRUE,TRUE
3171,control,2026-06-02,3,20.3,0.333,3,20.333333333333332,0.3333333333333333,TRUE,TRUE
3172,control,2026-06-01,2,35.5,1,2,35.5,1,TRUE,TRUE
3173,treatment,2026-06-01,2,38.5,0.5,2,38.5,0.5,TRUE,TRUE
3174,treatment,2026-06-04,6,49,0.833,6,49,0.8333333333333334,TRUE,TRUE
3175,treatment,2026-06-02,2,49,1,2,49,1,TRUE,TRUE
3176,control,2026-06-04,2,16,0.5,2,16,0.5,TRUE,TRUE
3177,control,2026-06-01,4,43.2,0.25,4,43.25,0.25,TRUE,TRUE
3178,control,2026-06-02,4,31,1,4,31,1,TRUE,TRUE
3179,treatment,2026-06-04,5,54.4,0.4,5,54.4,0.4,TRUE,TRUE
3180,treatment,2026-06-04,10,34.9,0.8,9,33.77777777777778,0.7777777777777778,TRUE,TRUE
3181,treatment,2026-06-04,5,35.2,0.6,5,35.2,0.6,TRUE,TRUE
3182,treatment,2026-06-01,3,46,1,3,46,1,TRUE,TRUE
3183,treatment,2026-06-03,4,42.2,1,4,42.25,1,TRUE,TRUE
3184,control,2026-06-01,4,35.5,0.75,4,35.5,0.75,TRUE,TRUE
3185,control,2026-06-04,2,29,1,2,29,1,TRUE,TRUE
3186,control,2026-06-01,4,29.2,0.5,4,29.25,0.5,TRUE,TRUE
3187,treatment,2026-06-05,4,47,0.5,4,47,0.5,TRUE,TRUE
3188,treatment,2026-06-02,5,48.6,0.8,4,49.25,1,TRUE,TRUE
3189,treatment,2026-06-02,3,59.7,0.667,3,59.666666666666664,0.6666666666666666,TRUE,TRUE
3190,control,2026-06-03,1,29,1,1,29,1,TRUE,TRUE
3191,control,2026-06-04,1,41,1,1,41,1,TRUE,TRUE
3192,treatment,2026-06-04,1,30,0,1,30,0,TRUE,TRUE
3193,control,2026-06-02,6,26.8,0.5,6,26.833333333333332,0.5,TRUE,TRUE
3194,treatment,2026-06-05,2,89.5,0.5,2,89.5,0.5,TRUE,TRUE
3195,control,2026-06-03,3,40.3,0.667,3,40.333333333333336,0.6666666666666666,TRUE,TRUE
3196,control,2026-06-02,5,32.4,0.8,4,36,0.75,TRUE,TRUE
3197,control,2026-06-05,6,41.7,0.5,5,36.8,0.4,TRUE,TRUE
3198,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3199,treatment,2026-06-05,1,34,1,1,34,1,TRUE,TRUE
3200,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3201,treatment,2026-06-02,6,47.8,0.5,6,47.833333333333336,0.5,TRUE,TRUE
3202,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3203,control,2026-06-03,6,31.5,0.5,5,30.8,0.4,TRUE,TRUE
3204,treatment,2026-06-04,2,47,1,2,47,1,TRUE,TRUE
3205,control,2026-06-01,8,26.6,0.5,8,26.625,0.5,TRUE,TRUE
3206,treatment,2026-06-04,2,32,0.5,2,32,0.5,TRUE,TRUE
3207,control,2026-06-01,1,21,1,1,21,1,TRUE,TRUE
3208,control,2026-06-05,2,59,1,1,72,1,TRUE,TRUE
3209,treatment,2026-06-03,5,54.6,0.2,5,54.6,0.2,TRUE,TRUE
3210,control,2026-06-02,2,12.5,0.5,2,12.5,0.5,TRUE,TRUE
3211,control,2026-06-03,1,22,0,1,22,0,TRUE,TRUE
3212,treatment,2026-06-03,4,25.2,0.75,4,25.25,0.75,TRUE,TRUE
3213,control,2026-06-04,1,19,0,1,19,0,TRUE,TRUE
3214,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3215,treatment,2026-06-03,5,46.4,0.6,5,46.4,0.6,TRUE,TRUE
3216,control,2026-06-01,2,17.5,0.5,2,17.5,0.5,TRUE,TRUE
3217,control,2026-06-05,6,31.5,0.833,5,31,0.8,TRUE,TRUE
3218,treatment,2026-06-02,1,28,1,1,28,1,TRUE,TRUE
3219,control,2026-06-05,2,28,1,2,28,1,TRUE,TRUE
3220,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3221,control,2026-06-04,3,15,0.667,3,15,0.6666666666666666,TRUE,TRUE
3222,control,2026-06-01,5,26.2,0.4,5,26.2,0.4,TRUE,TRUE
3223,treatment,2026-06-02,4,59,0.25,4,59,0.25,TRUE,TRUE
3224,treatment,2026-06-01,2,49.5,0.5,2,49.5,0.5,TRUE,TRUE
3225,treatment,2026-06-05,1,22,1,1,22,1,TRUE,TRUE
3226,treatment,2026-06-05,4,46.8,1,3,47,1,TRUE,TRUE
3227,treatment,2026-06-03,1,30,1,1,30,1,TRUE,TRUE
3228,control,2026-06-03,1,30,0,1,30,0,TRUE,TRUE
3229,control,2026-06-02,6,47,0.667,6,47,0.6666666666666666,TRUE,TRUE
3230,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3231,treatment,2026-06-05,3,50.3,0.667,2,57.5,0.5,TRUE,TRUE
3232,control,2026-06-01,7,28.4,0.571,7,28.428571428571427,0.5714285714285714,TRUE,TRUE
3233,treatment,2026-06-03,5,40.2,0.8,5,40.2,0.8,TRUE,TRUE
3234,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3235,control,2026-06-04,2,28.5,1,2,28.5,1,TRUE,TRUE
3236,treatment,2026-06-04,6,34.8,0.833,6,34.833333333333336,0.8333333333333334,TRUE,TRUE
3237,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3238,treatment,2026-06-04,16,39.2,0.625,15,37.06666666666667,0.6666666666666666,TRUE,TRUE
3239,treatment,2026-06-02,3,44.3,0.333,3,44.333333333333336,0.3333333333333333,TRUE,TRUE
3240,control,2026-06-01,5,22,0.2,5,22,0.2,TRUE,TRUE
3241,control,2026-06-03,2,48.5,1,2,48.5,1,TRUE,TRUE
3242,control,2026-06-03,3,54.7,0.667,3,54.666666666666664,0.6666666666666666,TRUE,TRUE
3243,treatment,2026-06-02,3,51.3,0.333,3,51.333333333333336,0.3333333333333333,TRUE,TRUE
3244,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3245,treatment,2026-06-02,2,84,1,2,84,1,TRUE,TRUE
3246,control,2026-06-04,8,32.1,0.875,7,30.142857142857142,0.8571428571428571,TRUE,TRUE
3247,treatment,2026-06-03,3,78,0.667,3,78,0.6666666666666666,TRUE,TRUE
3248,control,2026-06-03,1,26,1,1,26,1,TRUE,TRUE
3249,treatment,2026-06-05,5,38.4,0.4,4,41,0.5,TRUE,TRUE
3250,control,2026-06-04,2,17,0.5,2,17,0.5,TRUE,TRUE
3251,treatment,2026-06-02,8,42.5,0.75,8,42.5,0.75,TRUE,TRUE
3252,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3253,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3254,treatment,2026-06-05,2,33.5,0,2,33.5,0,TRUE,TRUE
3255,control,2026-06-04,1,33,1,0,NA,NA,FALSE,TRUE
3256,treatment,2026-06-05,2,46.5,0,2,46.5,0,TRUE,TRUE
3257,control,2026-06-02,12,37.5,0.917,12,37.5,0.9166666666666666,TRUE,TRUE
3258,control,2026-06-01,1,30,1,1,30,1,TRUE,TRUE
3259,control,2026-06-05,1,27,1,1,27,1,TRUE,TRUE
3260,treatment,2026-06-01,4,64.5,0.75,4,64.5,0.75,TRUE,TRUE
3261,treatment,2026-06-02,2,55.5,1,2,55.5,1,TRUE,TRUE
3262,control,2026-06-01,6,28.3,0.833,6,28.333333333333332,0.8333333333333334,TRUE,TRUE
3263,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3264,control,2026-06-05,5,36.2,0.8,5,36.2,0.8,TRUE,TRUE
3265,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3266,treatment,2026-06-03,2,54,1,2,54,1,TRUE,TRUE
3267,control,2026-06-04,4,21.5,0.75,4,21.5,0.75,TRUE,TRUE
3268,control,2026-06-04,1,43,1,1,43,1,TRUE,TRUE
3269,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3270,control,2026-06-04,4,40,0.75,4,40,0.75,TRUE,TRUE
3271,treatment,2026-06-01,3,52,1,3,52,1,TRUE,TRUE
3272,control,2026-06-03,1,49,1,0,NA,NA,FALSE,TRUE
3273,control,2026-06-04,5,34.4,0.8,5,34.4,0.8,TRUE,TRUE
3274,control,2026-06-02,1,37,0,1,37,0,TRUE,TRUE
3275,control,2026-06-05,6,31,0.833,5,29.8,0.8,TRUE,TRUE
3276,control,2026-06-03,1,18,0,1,18,0,TRUE,TRUE
3277,treatment,2026-06-01,4,43,1,4,43,1,TRUE,TRUE
3278,control,2026-06-01,4,43.5,1,4,43.5,1,TRUE,TRUE
3279,treatment,2026-06-03,3,37.7,0.667,3,37.666666666666664,0.6666666666666666,TRUE,TRUE
3280,treatment,2026-06-05,1,26,1,1,26,1,TRUE,TRUE
3281,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3282,control,2026-06-05,2,43,0,2,43,0,TRUE,TRUE
3283,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3284,control,2026-06-02,6,31.2,0.667,6,31.166666666666668,0.6666666666666666,TRUE,TRUE
3285,treatment,2026-06-01,4,37.8,0.75,4,37.75,0.75,TRUE,TRUE
3286,control,2026-06-05,1,42,1,1,42,1,TRUE,TRUE
3287,control,2026-06-04,7,37.6,0.714,6,38.833333333333336,0.6666666666666666,TRUE,TRUE
3288,control,2026-06-03,5,33.8,1,5,33.8,1,TRUE,TRUE
3289,control,2026-06-05,2,30.5,0.5,2,30.5,0.5,TRUE,TRUE
3290,control,2026-06-01,5,24.6,0.6,5,24.6,0.6,TRUE,TRUE
3291,control,2026-06-02,1,16,0,1,16,0,TRUE,TRUE
3292,treatment,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3293,treatment,2026-06-03,4,34.2,0.25,3,34.333333333333336,0,TRUE,TRUE
3294,control,2026-06-01,1,40,1,1,40,1,TRUE,TRUE
3295,treatment,2026-06-02,1,79,1,1,79,1,TRUE,TRUE
3296,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3297,control,2026-06-01,2,16.5,0.5,2,16.5,0.5,TRUE,TRUE
3298,treatment,2026-06-02,5,71.6,0.6,5,71.6,0.6,TRUE,TRUE
3299,control,2026-06-04,6,41.5,0.667,6,41.5,0.6666666666666666,TRUE,TRUE
3300,control,2026-06-03,2,79.5,0.5,2,79.5,0.5,TRUE,TRUE
3301,control,2026-06-01,1,9,1,1,9,1,TRUE,TRUE
3302,control,2026-06-04,1,13,0,1,13,0,TRUE,TRUE
3303,treatment,2026-06-03,7,32.4,0.571,6,28.5,0.5,TRUE,TRUE
3304,treatment,2026-06-01,4,45.8,0.5,4,45.75,0.5,TRUE,TRUE
3305,control,2026-06-02,2,26,0.5,2,26,0.5,TRUE,TRUE
3306,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3307,treatment,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3308,control,2026-06-02,6,44.5,1,6,44.5,1,TRUE,TRUE
3309,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3310,treatment,2026-06-04,4,31.8,0.5,4,31.75,0.5,TRUE,TRUE
3311,treatment,2026-06-05,1,37,1,1,37,1,TRUE,TRUE
3312,treatment,2026-06-02,3,34.3,0.667,3,34.333333333333336,0.6666666666666666,TRUE,TRUE
3313,treatment,2026-06-04,2,46,1,2,46,1,TRUE,TRUE
3314,control,2026-06-01,0,NA,NA,0,NA,NA,FALSE,FALSE
3315,control,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3316,treatment,2026-06-04,10,50.8,0.9,10,50.8,0.9,TRUE,TRUE
3317,control,2026-06-03,2,41,0.5,2,41,0.5,TRUE,TRUE
3318,control,2026-06-02,1,21,1,1,21,1,TRUE,TRUE
3319,treatment,2026-06-01,2,45,0.5,2,45,0.5,TRUE,TRUE
3320,control,2026-06-02,3,27,0.333,3,27,0.3333333333333333,TRUE,TRUE
3321,control,2026-06-05,1,17,1,1,17,1,TRUE,TRUE
3322,control,2026-06-02,1,13,1,1,13,1,TRUE,TRUE
3323,control,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3324,treatment,2026-06-02,6,48.3,0.667,6,48.333333333333336,0.6666666666666666,TRUE,TRUE
3325,control,2026-06-03,7,30.7,0.857,7,30.714285714285715,0.8571428571428571,TRUE,TRUE
3326,treatment,2026-06-04,3,44,1,2,48,1,TRUE,TRUE
3327,control,2026-06-04,5,32.8,0.6,4,34.75,0.5,TRUE,TRUE
3328,control,2026-06-04,3,22,1,3,22,1,TRUE,TRUE
3329,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3330,control,2026-06-05,3,42.7,0.333,2,54,0,TRUE,TRUE
3331,treatment,2026-06-02,0,NA,NA,0,NA,NA,FALSE,FALSE
3332,control,2026-06-01,6,34.5,0.833,6,34.5,0.8333333333333334,TRUE,TRUE
3333,control,2026-06-01,7,23.4,0.429,7,23.428571428571427,0.42857142857142855,TRUE,TRUE
3334,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3335,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3336,treatment,2026-06-03,1,30,1,1,30,1,TRUE,TRUE
3337,treatment,2026-06-05,5,49.6,1,5,49.6,1,TRUE,TRUE
3338,control,2026-06-03,5,30.6,0.4,5,30.6,0.4,TRUE,TRUE
3339,control,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3340,control,2026-06-05,2,18,1,2,18,1,TRUE,TRUE
3341,treatment,2026-06-05,0,NA,NA,0,NA,NA,FALSE,FALSE
3342,treatment,2026-06-01,2,89.5,0.5,2,89.5,0.5,TRUE,TRUE
3343,control,2026-06-01,1,19,1,1,19,1,TRUE,TRUE
3344,treatment,2026-06-03,4,43.5,0.75,4,43.5,0.75,TRUE,TRUE
3345,treatment,2026-06-02,3,56,0.667,3,56,0.6666666666666666,TRUE,TRUE
3346,control,2026-06-01,2,29,1,2,29,1,TRUE,TRUE
3347,control,2026-06-03,0,NA,NA,0,NA,NA,FALSE,FALSE
3348,treatment,2026-06-04,2,44.5,0,1,53,0,TRUE,TRUE
3349,control,2026-06-05,3,30.7,0,3,30.666666666666668,0,TRUE,TRUE
3350,control,2026-06-05,2,16,1,2,16,1,TRUE,TRUE
3351,control,2026-06-04,9,28.8,0.556,8,27.375,0.625,TRUE,TRUE
3352,treatment,2026-06-03,4,51,1,3,53,1,TRUE,TRUE
3353,control,2026-06-01,2,23.5,1,2,23.5,1,TRUE,TRUE
3354,control,2026-06-01,2,31,1,2,31,1,TRUE,TRUE
3355,treatment,2026-06-04,0,NA,NA,0,NA,NA,FALSE,FALSE
3356,control,2026-06-02,9,32.9,0.667,9,32.888888888888886,0.6666666666666666,TRUE,TRUE
3357,control,2026-06-02,1,40,0,1,40,0,TRUE,TRUE
3358,control,2026-06-01,5,41.4,0.6,5,41.4,0.6,TRUE,TRUE
3359,treatment,2026-06-03,1,31,1,1,31,1,TRUE,TRUE
3360,control,2026-06-04,1,17,1,1,17,1,TRUE,TRUE
3361,control,2026-06-01,3,48.3,1,3,48.333333333333336,1,TRUE,TRUE
3362,treatment,2026-06-04,10,52.8,0.7,9,55.333333333333336,0.6666666666666666,TRUE,TRUE
3363,treatment,2026-06-03,6,57,0.667,6,57,0.6666666666666666,TRUE,TRUE
3364,treatment,2026-06-03,3,54.7,0.667,3,54.666666666666664,0.6666666666666666,TRUE,TRUE
3365,treatment,2026-06-02,6,54.5,0.833,6,54.5,0.8333333333333334,TRUE,TRUE
3366,control,2026-06-02,2,54.5,1,2,54.5,1,TRUE,TRUE
3367,treatment,2026-06-01,2,45.5,1,2,45.5,1,TRUE,TRUE
3368,treatment,2026-06-01,1,29,0,1,29,0,TRUE,TRUE
3369,treatment,2026-06-04,1,32,0,1,32,0,TRUE,TRUE
3370,treatment,2026-06-05,2,19.5,1,1,15,1,TRUE,TRUE
3371,control,2026-06-01,3,36.7,0.667,3,36.666666666666664,0.6666666666666666,TRUE,TRUE
3372,control,2026-06-03,2,22,0.5,2,22,0.5,TRUE,TRUE
3373,control,2026-06-05,1,27,1,0,NA,NA,FALSE,TRUE
3374,treatment,2026-06-01,1,88,1,1,88,1,TRUE,TRUE
3375,treatment,2026-06-01,6,28.5,0.833,6,28.5,0.8333333333333334,TRUE,TRUE
3376,treatment,2026-06-05,6,43.5,0.5,5,42.8,0.4,TRUE,TRUE
3377,treatment,2026-06-05,6,52.7,0.667,5,46.8,0.8,TRUE,TRUE
3378,treatment,2026-06-02,5,34.8,0.8,5,34.8,0.8,TRUE,TRUE
3379,control,2026-06-04,2,15,0,2,15,0,TRUE,TRUE
