question_id,user_id,topic,created_date,word_count,num_views,num_answers,num_upvotes,got_quality_answer,is_word_count_outlier,is_upvotes_outlier
3968,4010,finance,2026-06-07,26,17,0,1,FALSE,FALSE,FALSE
3969,4035,health,2026-06-07,55,32,2,3,TRUE,FALSE,FALSE
3970,4040,technology,2026-06-07,27,24,2,6,TRUE,FALSE,FALSE
3971,4042,technology,2026-06-07,57,33,2,12,TRUE,FALSE,FALSE
3972,4089,career,2026-06-07,15,15,0,1,FALSE,FALSE,FALSE
3973,4100,travel,2026-06-07,40,24,1,3,TRUE,FALSE,FALSE
3974,4104,technology,2026-06-07,29,22,1,4,TRUE,FALSE,FALSE
3975,4111,science,2026-06-07,36,28,1,4,TRUE,FALSE,FALSE
3976,4114,travel,2026-06-07,69,18,0,1,FALSE,FALSE,FALSE
3977,4138,education,2026-06-07,12,19,2,8,TRUE,FALSE,FALSE
3978,4144,science,2026-06-07,18,29,3,6,TRUE,FALSE,FALSE
3979,4148,health,2026-06-07,18,16,1,3,TRUE,FALSE,FALSE
3980,4168,education,2026-06-07,38,26,1,7,TRUE,FALSE,FALSE
3981,4226,politics,2026-06-07,18,29,2,12,TRUE,FALSE,FALSE
3982,4296,politics,2026-06-07,51,27,0,0,FALSE,FALSE,FALSE
3983,4333,technology,2026-06-07,26,26,1,5,TRUE,FALSE,FALSE
3984,4337,travel,2026-06-07,32,24,2,8,TRUE,FALSE,FALSE
3985,4361,health,2026-06-07,48,19,0,1,FALSE,FALSE,FALSE
3986,4375,finance,2026-06-07,37,22,0,1,FALSE,FALSE,FALSE
3987,4422,technology,2026-06-07,42,27,1,4,TRUE,FALSE,FALSE
3988,4431,technology,2026-06-07,19,22,1,6,TRUE,FALSE,FALSE
3989,4505,health,2026-06-07,22,16,4,19,TRUE,FALSE,FALSE
3990,4517,relationships,2026-06-07,57,27,1,6,TRUE,FALSE,FALSE
3991,4523,finance,2026-06-07,15,28,3,18,TRUE,FALSE,FALSE
3992,4528,relationships,2026-06-07,27,20,0,0,FALSE,FALSE,FALSE
3993,4539,career,2026-06-07,70,21,0,0,FALSE,FALSE,FALSE
3994,4551,career,2026-06-07,24,33,2,12,TRUE,FALSE,FALSE
3995,4557,science,2026-06-07,30,18,0,0,FALSE,FALSE,FALSE
3996,4584,science,2026-06-07,40,22,2,8,TRUE,FALSE,FALSE
3997,4641,technology,2026-06-07,42,24,1,5,TRUE,FALSE,FALSE
3998,4655,relationships,2026-06-07,57,22,3,15,TRUE,FALSE,FALSE
3999,4675,politics,2026-06-07,30,27,3,17,TRUE,FALSE,FALSE
4000,4703,career,2026-06-07,26,18,2,5,TRUE,FALSE,FALSE
4001,4707,technology,2026-06-07,14,27,1,5,TRUE,FALSE,FALSE
4002,4724,education,2026-06-07,23,24,2,11,TRUE,FALSE,FALSE
4003,4741,sports,2026-06-07,13,20,3,10,TRUE,FALSE,FALSE
4004,4745,politics,2026-06-07,28,23,1,4,TRUE,FALSE,FALSE
4005,4747,technology,2026-06-07,39,28,0,1,FALSE,FALSE,FALSE
4006,4763,career,2026-06-07,83,25,2,7,TRUE,FALSE,FALSE
4007,4767,relationships,2026-06-07,25,22,1,6,TRUE,FALSE,FALSE
4008,4778,finance,2026-06-07,28,29,1,5,TRUE,FALSE,FALSE
4009,4780,finance,2026-06-07,70,22,2,10,TRUE,FALSE,FALSE
4010,4792,career,2026-06-07,36,30,0,1,FALSE,FALSE,FALSE
4011,4824,finance,2026-06-07,34,16,2,8,TRUE,FALSE,FALSE
4012,4841,relationships,2026-06-07,12,24,0,0,FALSE,FALSE,FALSE
4013,4877,finance,2026-06-07,59,27,2,10,TRUE,FALSE,FALSE
4014,4922,politics,2026-06-07,43,17,1,6,TRUE,FALSE,FALSE
4015,5027,technology,2026-06-07,50,20,0,1,FALSE,FALSE,FALSE
4016,5046,finance,2026-06-07,16,20,2,7,TRUE,FALSE,FALSE
4017,5067,travel,2026-06-07,42,15,1,4,TRUE,FALSE,FALSE
4018,5145,travel,2026-06-07,19,18,0,1,FALSE,FALSE,FALSE
4019,5196,relationships,2026-06-07,31,16,0,1,FALSE,FALSE,FALSE
4020,5216,health,2026-06-07,22,17,2,11,TRUE,FALSE,FALSE
4021,5222,career,2026-06-07,35,27,0,1,FALSE,FALSE,FALSE
4022,5240,career,2026-06-07,59,27,2,10,TRUE,FALSE,FALSE
4023,5260,health,2026-06-07,13,22,0,0,FALSE,FALSE,FALSE
4024,5261,science,2026-06-07,43,32,2,12,TRUE,FALSE,FALSE
4025,5297,education,2026-06-07,32,24,0,1,FALSE,FALSE,FALSE
4026,5306,education,2026-06-07,111,32,3,15,TRUE,TRUE,FALSE
4027,5308,health,2026-06-07,39,26,0,0,FALSE,FALSE,FALSE
4028,5312,science,2026-06-07,20,17,1,4,TRUE,FALSE,FALSE
4029,5344,technology,2026-06-07,27,21,2,14,TRUE,FALSE,FALSE
4030,5375,technology,2026-06-07,50,28,3,12,TRUE,FALSE,FALSE
4031,5393,science,2026-06-07,22,24,3,14,TRUE,FALSE,FALSE
4032,5394,science,2026-06-07,21,19,3,15,TRUE,FALSE,FALSE
4033,5401,politics,2026-06-07,28,28,3,14,TRUE,FALSE,FALSE
4034,5402,technology,2026-06-07,63,16,1,5,TRUE,FALSE,FALSE
4035,5418,sports,2026-06-07,35,26,3,15,TRUE,FALSE,FALSE
4036,5420,health,2026-06-07,19,18,0,0,FALSE,FALSE,FALSE
4037,5433,health,2026-06-07,49,18,0,1,FALSE,FALSE,FALSE
4038,5440,relationships,2026-06-07,31,23,0,1,FALSE,FALSE,FALSE
4039,5441,technology,2026-06-07,16,20,2,8,TRUE,FALSE,FALSE
4040,5450,health,2026-06-07,16,21,3,13,TRUE,FALSE,FALSE
4041,5457,education,2026-06-07,40,28,0,0,FALSE,FALSE,FALSE
4042,5502,politics,2026-06-07,32,26,4,18,TRUE,FALSE,FALSE
4043,5530,health,2026-06-07,28,13,1,5,TRUE,FALSE,FALSE
4044,5546,health,2026-06-07,76,31,0,0,FALSE,FALSE,FALSE
4045,5550,sports,2026-06-07,48,23,2,11,TRUE,FALSE,FALSE
4046,5552,sports,2026-06-07,159,18,4,26,TRUE,TRUE,TRUE
4047,5556,politics,2026-06-07,32,12,1,4,TRUE,FALSE,FALSE
4048,5568,travel,2026-06-07,85,33,0,1,FALSE,FALSE,FALSE
4049,5589,health,2026-06-07,48,41,2,11,TRUE,FALSE,FALSE
4050,5603,sports,2026-06-07,70,22,2,9,TRUE,FALSE,FALSE
4051,5610,technology,2026-06-07,24,19,2,10,TRUE,FALSE,FALSE
4052,5658,technology,2026-06-07,26,24,0,0,FALSE,FALSE,FALSE
4053,5726,science,2026-06-07,16,17,2,5,TRUE,FALSE,FALSE
4054,5729,travel,2026-06-07,32,20,3,14,TRUE,FALSE,FALSE
4055,5739,technology,2026-06-07,56,26,0,1,FALSE,FALSE,FALSE
4056,5760,education,2026-06-07,81,25,1,3,TRUE,FALSE,FALSE
4057,5766,career,2026-06-07,24,24,1,2,FALSE,FALSE,FALSE
4058,5776,science,2026-06-07,16,20,2,8,TRUE,FALSE,FALSE
4059,5787,relationships,2026-06-07,43,26,0,1,FALSE,FALSE,FALSE
4060,5796,science,2026-06-07,48,25,4,22,TRUE,FALSE,FALSE
4061,5800,relationships,2026-06-07,32,22,1,6,TRUE,FALSE,FALSE
4062,5820,career,2026-06-07,59,33,3,12,TRUE,FALSE,FALSE
4063,5849,sports,2026-06-07,21,30,3,16,TRUE,FALSE,FALSE
4064,5853,politics,2026-06-07,54,35,1,4,TRUE,FALSE,FALSE
4065,5855,technology,2026-06-07,41,29,0,0,FALSE,FALSE,FALSE
4066,5870,career,2026-06-07,81,29,2,11,TRUE,FALSE,FALSE
4067,5887,sports,2026-06-07,33,30,2,10,TRUE,FALSE,FALSE
4068,5898,science,2026-06-07,34,28,1,3,TRUE,FALSE,FALSE
4069,5918,science,2026-06-07,23,24,1,4,TRUE,FALSE,FALSE
4070,5935,science,2026-06-07,55,21,2,4,TRUE,FALSE,FALSE
4071,5964,sports,2026-06-07,10,28,2,7,TRUE,FALSE,FALSE
4072,5966,sports,2026-06-07,25,18,1,3,TRUE,FALSE,FALSE
4073,5971,science,2026-06-07,47,20,1,4,TRUE,FALSE,FALSE
4074,5982,travel,2026-06-07,55,31,0,1,FALSE,FALSE,FALSE
4075,5989,science,2026-06-07,17,16,2,13,TRUE,FALSE,FALSE
4076,6024,career,2026-06-07,33,17,3,10,TRUE,FALSE,FALSE
4077,6030,career,2026-06-07,80,26,1,6,TRUE,FALSE,FALSE
4078,6049,finance,2026-06-07,21,28,2,7,TRUE,FALSE,FALSE
4079,6060,finance,2026-06-07,47,27,1,3,TRUE,FALSE,FALSE
4080,6091,science,2026-06-07,47,24,3,18,TRUE,FALSE,FALSE
4081,6111,politics,2026-06-07,45,17,0,0,FALSE,FALSE,FALSE
4082,6135,travel,2026-06-07,33,16,2,13,TRUE,FALSE,FALSE
4083,6138,sports,2026-06-07,53,23,0,1,FALSE,FALSE,FALSE
4084,6147,finance,2026-06-07,16,18,2,11,TRUE,FALSE,FALSE
4085,6148,travel,2026-06-07,45,19,2,10,TRUE,FALSE,FALSE
4086,6156,relationships,2026-06-07,28,34,1,4,TRUE,FALSE,FALSE
4087,6161,finance,2026-06-07,90,29,2,9,TRUE,FALSE,FALSE
4088,6168,politics,2026-06-07,46,21,1,4,TRUE,FALSE,FALSE
4089,6235,career,2026-06-07,28,19,2,11,TRUE,FALSE,FALSE
4090,6258,career,2026-06-07,21,27,2,9,TRUE,FALSE,FALSE
4091,6315,sports,2026-06-07,22,19,0,0,FALSE,FALSE,FALSE
4092,6340,finance,2026-06-07,49,28,1,4,TRUE,FALSE,FALSE
4093,6384,sports,2026-06-07,61,31,1,7,TRUE,FALSE,FALSE
4094,6400,travel,2026-06-07,18,17,1,7,TRUE,FALSE,FALSE
4095,6402,health,2026-06-07,40,34,3,19,TRUE,FALSE,FALSE
4096,6424,sports,2026-06-07,44,15,0,1,FALSE,FALSE,FALSE
4097,6428,finance,2026-06-07,17,22,0,1,FALSE,FALSE,FALSE
4098,6457,health,2026-06-07,44,26,0,0,FALSE,FALSE,FALSE
4099,6468,politics,2026-06-07,41,28,2,4,TRUE,FALSE,FALSE
4100,6506,travel,2026-06-07,27,18,0,0,FALSE,FALSE,FALSE
4101,6507,health,2026-06-07,19,32,5,25,TRUE,FALSE,TRUE
4102,6513,relationships,2026-06-07,16,18,1,0,FALSE,FALSE,FALSE
4103,6515,science,2026-06-07,33,24,2,10,TRUE,FALSE,FALSE
4104,6523,technology,2026-06-07,64,19,1,3,TRUE,FALSE,FALSE
4105,6538,travel,2026-06-07,116,29,3,11,TRUE,TRUE,FALSE
4106,6549,science,2026-06-07,25,19,1,2,FALSE,FALSE,FALSE
4107,6555,travel,2026-06-07,52,27,2,13,TRUE,FALSE,FALSE
4108,6578,health,2026-06-07,22,24,2,6,TRUE,FALSE,FALSE
4109,6582,technology,2026-06-07,29,24,2,10,TRUE,FALSE,FALSE
4110,6596,career,2026-06-07,17,8,0,0,FALSE,FALSE,FALSE
4111,6616,politics,2026-06-07,45,28,1,8,TRUE,FALSE,FALSE
4112,6631,relationships,2026-06-07,24,14,1,3,TRUE,FALSE,FALSE
4113,6632,sports,2026-06-07,88,24,2,10,TRUE,FALSE,FALSE
4114,6642,finance,2026-06-07,14,20,0,0,FALSE,FALSE,FALSE
4115,6646,finance,2026-06-07,47,33,2,12,TRUE,FALSE,FALSE
4116,6655,sports,2026-06-07,29,18,0,0,FALSE,FALSE,FALSE
4117,6658,career,2026-06-07,56,37,0,1,FALSE,FALSE,FALSE
4118,6659,technology,2026-06-07,36,28,2,13,TRUE,FALSE,FALSE
4119,6694,travel,2026-06-07,59,20,2,12,TRUE,FALSE,FALSE
4120,6698,travel,2026-06-07,40,24,0,1,FALSE,FALSE,FALSE
4121,6723,finance,2026-06-07,17,15,2,9,TRUE,FALSE,FALSE
4122,6736,education,2026-06-07,15,11,1,3,TRUE,FALSE,FALSE
4123,6763,technology,2026-06-07,23,21,2,9,TRUE,FALSE,FALSE
4124,6774,sports,2026-06-07,30,20,1,3,TRUE,FALSE,FALSE
4125,6782,sports,2026-06-07,21,24,1,3,TRUE,FALSE,FALSE
4126,6783,relationships,2026-06-07,94,23,1,6,TRUE,TRUE,FALSE
4127,6790,relationships,2026-06-07,27,24,1,5,TRUE,FALSE,FALSE
4128,6854,health,2026-06-07,27,16,3,14,TRUE,FALSE,FALSE
4129,6870,health,2026-06-07,23,25,1,5,TRUE,FALSE,FALSE
4130,6880,science,2026-06-07,113,30,1,6,TRUE,TRUE,FALSE
4131,6924,technology,2026-06-07,70,34,1,3,TRUE,FALSE,FALSE
4132,6926,politics,2026-06-07,34,23,0,0,FALSE,FALSE,FALSE
4133,6972,technology,2026-06-07,77,16,2,14,TRUE,FALSE,FALSE
4134,6992,technology,2026-06-07,51,32,1,6,TRUE,FALSE,FALSE
4135,7018,technology,2026-06-07,15,21,2,8,TRUE,FALSE,FALSE
4136,7020,politics,2026-06-07,61,27,1,6,TRUE,FALSE,FALSE
4137,7029,science,2026-06-07,42,22,2,14,TRUE,FALSE,FALSE
4138,7030,technology,2026-06-07,25,27,3,10,TRUE,FALSE,FALSE
4139,7061,sports,2026-06-07,18,16,0,1,FALSE,FALSE,FALSE
4140,7114,education,2026-06-07,38,18,1,5,TRUE,FALSE,FALSE
4141,7141,travel,2026-06-07,14,25,0,0,FALSE,FALSE,FALSE
4142,7150,health,2026-06-07,42,20,2,8,TRUE,FALSE,FALSE
4143,7158,travel,2026-06-07,65,17,0,1,FALSE,FALSE,FALSE
4144,7166,health,2026-06-07,31,18,1,6,TRUE,FALSE,FALSE
4145,7176,science,2026-06-07,46,26,2,11,TRUE,FALSE,FALSE
4146,7177,science,2026-06-07,44,22,1,6,TRUE,FALSE,FALSE
4147,7186,technology,2026-06-07,107,24,1,4,TRUE,TRUE,FALSE
4148,7188,politics,2026-06-07,18,25,1,4,TRUE,FALSE,FALSE
4149,7237,relationships,2026-06-07,24,30,3,16,TRUE,FALSE,FALSE
4150,7242,relationships,2026-06-07,17,11,3,14,TRUE,FALSE,FALSE
4151,7249,science,2026-06-07,28,24,2,7,TRUE,FALSE,FALSE
4152,7252,technology,2026-06-07,30,34,0,0,FALSE,FALSE,FALSE
4153,7256,finance,2026-06-07,18,18,1,6,TRUE,FALSE,FALSE
4154,7279,career,2026-06-07,87,27,0,1,FALSE,FALSE,FALSE
4155,7280,finance,2026-06-07,8,15,0,0,FALSE,FALSE,FALSE
4156,7353,finance,2026-06-07,21,18,1,6,TRUE,FALSE,FALSE
4157,7356,sports,2026-06-07,26,19,0,0,FALSE,FALSE,FALSE
4158,7375,education,2026-06-07,84,24,2,11,TRUE,FALSE,FALSE
4159,7382,politics,2026-06-07,21,25,0,0,FALSE,FALSE,FALSE
4160,7406,travel,2026-06-07,44,28,2,9,TRUE,FALSE,FALSE
4161,7409,career,2026-06-07,91,22,0,1,FALSE,FALSE,FALSE
4162,7419,technology,2026-06-07,44,21,1,4,TRUE,FALSE,FALSE
4163,7428,sports,2026-06-07,23,34,0,1,FALSE,FALSE,FALSE
4164,7465,relationships,2026-06-07,17,24,1,2,FALSE,FALSE,FALSE
4165,7468,technology,2026-06-07,176,37,3,15,TRUE,TRUE,FALSE
4166,7494,politics,2026-06-07,85,21,1,4,TRUE,FALSE,FALSE
4167,7511,technology,2026-06-07,37,24,0,1,FALSE,FALSE,FALSE
4168,7516,career,2026-06-07,44,29,1,5,TRUE,FALSE,FALSE
4169,7539,finance,2026-06-07,27,21,2,9,TRUE,FALSE,FALSE
4170,7587,finance,2026-06-07,43,18,1,3,TRUE,FALSE,FALSE
4171,7589,science,2026-06-07,47,26,0,1,FALSE,FALSE,FALSE
4172,7623,health,2026-06-07,13,17,0,0,FALSE,FALSE,FALSE
4173,7634,career,2026-06-07,39,20,2,6,TRUE,FALSE,FALSE
4174,7663,technology,2026-06-07,30,30,0,0,FALSE,FALSE,FALSE
4175,7671,science,2026-06-07,130,25,3,18,TRUE,TRUE,FALSE
4176,7682,education,2026-06-07,23,29,0,0,FALSE,FALSE,FALSE
4177,7710,education,2026-06-07,149,18,2,12,TRUE,TRUE,FALSE
4178,7732,politics,2026-06-07,12,15,1,3,TRUE,FALSE,FALSE
4179,7763,relationships,2026-06-07,20,24,1,4,TRUE,FALSE,FALSE
4180,7788,technology,2026-06-07,42,30,2,8,TRUE,FALSE,FALSE
4181,7805,relationships,2026-06-07,55,26,0,0,FALSE,FALSE,FALSE
4182,7809,science,2026-06-07,72,31,1,5,TRUE,FALSE,FALSE
4183,7825,sports,2026-06-07,39,30,1,6,TRUE,FALSE,FALSE
4184,7853,education,2026-06-07,84,31,3,14,TRUE,FALSE,FALSE
4185,7855,sports,2026-06-07,24,16,0,0,FALSE,FALSE,FALSE
4186,7886,finance,2026-06-07,36,33,1,5,TRUE,FALSE,FALSE
4187,7896,science,2026-06-07,12,15,0,1,FALSE,FALSE,FALSE
4188,7901,science,2026-06-07,26,31,3,8,TRUE,FALSE,FALSE
4189,7930,career,2026-06-07,17,22,1,6,TRUE,FALSE,FALSE
4190,7964,sports,2026-06-07,32,22,0,1,FALSE,FALSE,FALSE
4191,8011,travel,2026-06-07,42,22,3,15,TRUE,FALSE,FALSE
4192,8046,sports,2026-06-07,12,19,1,5,TRUE,FALSE,FALSE
4193,8075,technology,2026-06-07,32,16,4,11,TRUE,FALSE,FALSE
4194,8100,education,2026-06-07,26,26,1,5,TRUE,FALSE,FALSE
4195,8102,technology,2026-06-07,62,21,0,1,FALSE,FALSE,FALSE
4196,8112,relationships,2026-06-07,65,23,2,8,TRUE,FALSE,FALSE
4197,8113,technology,2026-06-07,33,27,2,7,TRUE,FALSE,FALSE
4198,8142,education,2026-06-07,30,25,0,0,FALSE,FALSE,FALSE
4199,8157,technology,2026-06-07,88,27,2,14,TRUE,FALSE,FALSE
4200,8177,career,2026-06-07,14,20,0,0,FALSE,FALSE,FALSE
4201,8214,finance,2026-06-07,40,32,3,15,TRUE,FALSE,FALSE
4202,8216,technology,2026-06-07,20,22,1,7,TRUE,FALSE,FALSE
4203,8219,science,2026-06-07,37,27,1,5,TRUE,FALSE,FALSE
4204,8244,finance,2026-06-07,63,24,2,10,TRUE,FALSE,FALSE
4205,8270,sports,2026-06-07,17,20,2,14,TRUE,FALSE,FALSE
4206,8300,relationships,2026-06-07,16,24,1,5,TRUE,FALSE,FALSE
4207,8301,relationships,2026-06-07,48,17,2,9,TRUE,FALSE,FALSE
4208,8317,education,2026-06-07,47,28,3,15,TRUE,FALSE,FALSE
4209,8318,education,2026-06-07,85,21,4,23,TRUE,FALSE,FALSE
4210,8354,career,2026-06-07,12,21,0,1,FALSE,FALSE,FALSE
4211,8370,science,2026-06-07,27,30,2,8,TRUE,FALSE,FALSE
4212,8388,technology,2026-06-07,25,20,0,1,FALSE,FALSE,FALSE
4213,8392,politics,2026-06-07,40,27,3,16,TRUE,FALSE,FALSE
4214,8401,education,2026-06-07,28,23,1,7,TRUE,FALSE,FALSE
4215,8404,education,2026-06-07,26,22,0,0,FALSE,FALSE,FALSE
4216,8435,health,2026-06-07,157,24,1,5,TRUE,TRUE,FALSE
4217,8443,education,2026-06-07,27,42,1,6,TRUE,FALSE,FALSE
4218,8454,health,2026-06-07,42,24,1,6,TRUE,FALSE,FALSE
4219,8473,relationships,2026-06-07,61,30,7,33,TRUE,FALSE,TRUE
4220,8485,travel,2026-06-07,50,27,1,5,TRUE,FALSE,FALSE
4221,8499,technology,2026-06-07,33,27,0,0,FALSE,FALSE,FALSE
4222,8501,career,2026-06-07,21,25,0,0,FALSE,FALSE,FALSE
4223,8512,career,2026-06-07,50,25,0,1,FALSE,FALSE,FALSE
4224,8520,sports,2026-06-07,32,24,1,4,TRUE,FALSE,FALSE
4225,8524,finance,2026-06-07,59,42,3,11,TRUE,FALSE,FALSE
4226,8552,technology,2026-06-07,45,32,0,0,FALSE,FALSE,FALSE
4227,8558,career,2026-06-07,26,30,0,1,FALSE,FALSE,FALSE
4228,8581,career,2026-06-07,44,36,2,11,TRUE,FALSE,FALSE
4229,8598,technology,2026-06-07,38,33,1,7,TRUE,FALSE,FALSE
4230,8613,technology,2026-06-07,75,29,1,6,TRUE,FALSE,FALSE
4231,8621,education,2026-06-07,38,22,4,12,TRUE,FALSE,FALSE
4232,8670,career,2026-06-07,115,25,0,0,FALSE,TRUE,FALSE
4233,8679,relationships,2026-06-07,16,15,1,3,TRUE,FALSE,FALSE
4234,8694,technology,2026-06-07,18,20,1,5,TRUE,FALSE,FALSE
4235,8702,education,2026-06-07,30,23,1,4,TRUE,FALSE,FALSE
4236,8713,science,2026-06-07,25,21,1,6,TRUE,FALSE,FALSE
4237,8745,science,2026-06-07,25,21,3,11,TRUE,FALSE,FALSE
4238,8746,travel,2026-06-07,22,28,2,8,TRUE,FALSE,FALSE
4239,8760,sports,2026-06-07,76,35,0,1,FALSE,FALSE,FALSE
4240,8767,technology,2026-06-07,80,35,1,4,TRUE,FALSE,FALSE
4241,8768,travel,2026-06-07,24,17,1,5,TRUE,FALSE,FALSE
4242,8773,politics,2026-06-07,54,23,4,15,TRUE,FALSE,FALSE
4243,8780,health,2026-06-07,46,19,4,13,TRUE,FALSE,FALSE
4244,8811,health,2026-06-07,13,24,3,12,TRUE,FALSE,FALSE
4245,8815,travel,2026-06-07,36,30,1,6,TRUE,FALSE,FALSE
4246,8817,technology,2026-06-07,26,16,1,4,TRUE,FALSE,FALSE
4247,8822,technology,2026-06-07,26,28,2,10,TRUE,FALSE,FALSE
4248,8823,relationships,2026-06-07,46,19,1,3,TRUE,FALSE,FALSE
4249,8832,finance,2026-06-07,74,22,1,4,TRUE,FALSE,FALSE
4250,8846,education,2026-06-07,24,23,2,7,TRUE,FALSE,FALSE
4251,8856,finance,2026-06-07,55,29,2,13,TRUE,FALSE,FALSE
4252,8943,finance,2026-06-07,31,28,1,6,TRUE,FALSE,FALSE
4253,8952,sports,2026-06-07,137,23,2,11,TRUE,TRUE,FALSE
4254,8986,health,2026-06-07,31,15,0,1,FALSE,FALSE,FALSE
4255,8989,career,2026-06-07,46,26,1,5,TRUE,FALSE,FALSE
4256,9000,science,2026-06-07,33,17,0,1,FALSE,FALSE,FALSE
4257,9006,career,2026-06-07,59,22,3,13,TRUE,FALSE,FALSE
4258,9008,science,2026-06-07,25,20,2,7,TRUE,FALSE,FALSE
4259,9036,politics,2026-06-07,49,26,2,7,TRUE,FALSE,FALSE
4260,9047,technology,2026-06-07,81,19,2,9,TRUE,FALSE,FALSE
4261,9053,health,2026-06-07,88,21,1,3,TRUE,FALSE,FALSE
4262,9055,sports,2026-06-07,37,19,1,6,TRUE,FALSE,FALSE
4263,9057,sports,2026-06-07,36,30,2,8,TRUE,FALSE,FALSE
4264,9081,relationships,2026-06-07,21,18,1,4,TRUE,FALSE,FALSE
4265,9089,career,2026-06-07,41,23,1,3,TRUE,FALSE,FALSE
4266,9090,health,2026-06-07,57,24,0,1,FALSE,FALSE,FALSE
4267,9101,education,2026-06-07,72,19,3,13,TRUE,FALSE,FALSE
4268,9102,science,2026-06-07,45,20,2,10,TRUE,FALSE,FALSE
4269,9130,politics,2026-06-07,96,20,0,0,FALSE,TRUE,FALSE
4270,9167,career,2026-06-07,15,17,0,0,FALSE,FALSE,FALSE
4271,9168,relationships,2026-06-07,79,25,2,9,TRUE,FALSE,FALSE
4272,9213,technology,2026-06-07,39,25,0,0,FALSE,FALSE,FALSE
4273,9240,career,2026-06-07,43,15,1,5,TRUE,FALSE,FALSE
4274,9288,sports,2026-06-07,40,27,2,10,TRUE,FALSE,FALSE
4275,9327,technology,2026-06-07,16,20,0,1,FALSE,FALSE,FALSE
4276,9350,career,2026-06-07,25,24,2,6,TRUE,FALSE,FALSE
4277,9355,health,2026-06-07,50,26,3,13,TRUE,FALSE,FALSE
4278,9361,education,2026-06-07,25,43,2,9,TRUE,FALSE,FALSE
4279,9368,finance,2026-06-07,40,31,0,0,FALSE,FALSE,FALSE
4280,9374,career,2026-06-07,62,21,1,5,TRUE,FALSE,FALSE
4281,9381,politics,2026-06-07,12,22,1,5,TRUE,FALSE,FALSE
4282,9404,relationships,2026-06-07,35,23,2,8,TRUE,FALSE,FALSE
4283,9430,health,2026-06-07,36,25,1,6,TRUE,FALSE,FALSE
4284,9460,technology,2026-06-07,42,15,2,13,TRUE,FALSE,FALSE
4285,9496,technology,2026-06-07,22,26,1,4,TRUE,FALSE,FALSE
4286,9527,education,2026-06-07,15,20,1,5,TRUE,FALSE,FALSE
4287,9528,sports,2026-06-07,30,17,1,3,TRUE,FALSE,FALSE
4288,9554,education,2026-06-07,21,13,1,4,TRUE,FALSE,FALSE
4289,9564,career,2026-06-07,42,26,1,1,FALSE,FALSE,FALSE
4290,9565,education,2026-06-07,34,22,3,15,TRUE,FALSE,FALSE
4291,9588,career,2026-06-07,19,16,0,0,FALSE,FALSE,FALSE
4292,9593,relationships,2026-06-07,40,23,1,3,TRUE,FALSE,FALSE
4293,9602,sports,2026-06-07,55,24,1,6,TRUE,FALSE,FALSE
4294,9606,health,2026-06-07,35,32,2,9,TRUE,FALSE,FALSE
4295,9618,travel,2026-06-07,31,25,2,6,TRUE,FALSE,FALSE
4296,9629,health,2026-06-07,141,30,0,1,FALSE,TRUE,FALSE
4297,9638,technology,2026-06-07,55,44,3,11,TRUE,FALSE,FALSE
4298,9674,travel,2026-06-07,24,19,2,6,TRUE,FALSE,FALSE
4299,9691,education,2026-06-07,17,22,0,0,FALSE,FALSE,FALSE
4300,9698,politics,2026-06-07,36,33,3,12,TRUE,FALSE,FALSE
4301,9720,sports,2026-06-07,22,32,0,0,FALSE,FALSE,FALSE
4302,9739,science,2026-06-07,41,29,0,0,FALSE,FALSE,FALSE
4303,9765,sports,2026-06-07,18,27,2,8,TRUE,FALSE,FALSE
4304,9782,technology,2026-06-07,42,22,4,20,TRUE,FALSE,FALSE
4305,9792,education,2026-06-07,51,26,1,5,TRUE,FALSE,FALSE
4306,9831,technology,2026-06-07,26,29,1,1,FALSE,FALSE,FALSE
4307,9881,politics,2026-06-07,26,17,3,9,TRUE,FALSE,FALSE
4308,9883,relationships,2026-06-07,115,32,2,8,TRUE,TRUE,FALSE
4309,9888,politics,2026-06-07,46,18,1,3,TRUE,FALSE,FALSE
4310,9895,politics,2026-06-07,70,26,0,1,FALSE,FALSE,FALSE
4311,9905,sports,2026-06-07,33,19,1,5,TRUE,FALSE,FALSE
4312,9914,science,2026-06-07,21,17,0,0,FALSE,FALSE,FALSE
4313,9920,technology,2026-06-07,103,33,2,11,TRUE,TRUE,FALSE
4314,9956,education,2026-06-07,45,30,1,4,TRUE,FALSE,FALSE
4315,9980,technology,2026-06-07,17,21,1,2,FALSE,FALSE,FALSE
4316,9995,career,2026-06-07,68,29,1,5,TRUE,FALSE,FALSE
4317,10007,career,2026-06-07,63,26,1,4,TRUE,FALSE,FALSE
4318,10033,science,2026-06-07,13,15,2,11,TRUE,FALSE,FALSE
4319,10046,technology,2026-06-07,29,23,0,0,FALSE,FALSE,FALSE
4320,10068,travel,2026-06-07,56,16,2,10,TRUE,FALSE,FALSE
4321,10091,science,2026-06-07,60,32,1,4,TRUE,FALSE,FALSE
4322,10101,career,2026-06-07,17,13,1,3,TRUE,FALSE,FALSE
4323,10124,science,2026-06-07,31,13,0,0,FALSE,FALSE,FALSE
4324,10127,career,2026-06-07,62,25,2,11,TRUE,FALSE,FALSE
4325,10152,science,2026-06-07,18,23,1,3,TRUE,FALSE,FALSE
4326,10181,career,2026-06-07,69,24,2,8,TRUE,FALSE,FALSE
4327,10210,education,2026-06-07,74,21,1,5,TRUE,FALSE,FALSE
